TIMESTAMP,HEAD_POS_REL,HEAD_EULER_REL,CONTROLLER_1_POS_GLB,CONTROLLER_1_EULER_GLB,CONTROLLER_2_POS_GLB,CONTROLLER_2_EULER_GLB
2019-11-08-18-03-05-626000,"[-0.7217357158660889, 1.0868886709213257, 0.15503478050231934]","[-102.17779541015625, 16.013051986694336, 3.8565852642059326]","[0.3514232635498047, 0.8086622953414917, 0.8474695682525635]","[30.416902542114258, -14.687697410583496, 3.159029245376587]","[-0.05809617042541504, 0.7915821075439453, 0.8367869853973389]","[-40.827430725097656, -4.512152671813965, -21.38359832763672]"
2019-11-08-18-03-06-128000,"[-0.7116174697875977, 1.0871623754501343, 0.15288376808166504]","[-103.60977172851562, 15.703296661376953, 2.6259765625]","[0.3123462200164795, 0.860788106918335, 0.8100581169128418]","[17.920482635498047, -29.92629051208496, -6.431133270263672]","[0.02156209945678711, 0.8268762826919556, 0.8297008275985718]","[-26.389680862426758, -4.554715633392334, -8.48559284210205]"
2019-11-08-18-03-06-631000,"[-0.7117609977722168, 1.0862774848937988, 0.16208505630493164]","[-100.23333740234375, 14.578681945800781, 2.029541254043579]","[0.29617881774902344, 0.8595677614212036, 0.824692964553833]","[12.715616226196289, -29.670061111450195, 9.480079650878906]","[0.050609588623046875, 0.8282992839813232, 0.8339431285858154]","[-21.385988235473633, -6.01526403427124, -10.782121658325195]"
2019-11-08-18-03-07-132000,"[-0.7397398948669434, 1.0888456106185913, 0.17180609703063965]","[-97.18042755126953, 10.519375801086426, 1.3489652872085571]","[0.29679107666015625, 0.862018346786499, 0.8541473150253296]","[10.68727970123291, -31.899946212768555, 14.229167938232422]","[0.04854130744934082, 0.8283066749572754, 0.8614230155944824]","[-23.835277557373047, -6.5518798828125, -12.059769630432129]"
2019-11-08-18-03-07-634000,"[-0.7676838636398315, 1.0914443731307983, 0.1633455753326416]","[-99.82183837890625, 9.334348678588867, 1.6976712942123413]","[0.2919185161590576, 0.8585429191589355, 0.8810970783233643]","[11.492918014526367, -31.432893753051758, 13.457167625427246]","[0.04517626762390137, 0.8263474702835083, 0.889492392539978]","[-22.722274780273438, -6.534441947937012, -14.784917831420898]"
2019-11-08-18-03-08-136000,"[-0.7773208618164062, 1.082942008972168, 0.1656198501586914]","[-100.90763092041016, 14.76820182800293, 1.3246607780456543]","[0.3129899501800537, 0.8599090576171875, 0.884629487991333]","[16.87298583984375, -29.717397689819336, 13.628490447998047]","[0.04547262191772461, 0.8292069435119629, 0.8887532949447632]","[-23.14153480529785, -7.0147857666015625, -16.069791793823242]"
2019-11-08-18-03-08-636000,"[-0.7767994403839111, 1.0827662944793701, 0.17598867416381836]","[-99.95379638671875, 15.352129936218262, -0.22822900116443634]","[0.310091495513916, 0.8454941511154175, 0.9059407711029053]","[19.269372940063477, -23.26386833190918, 12.600489616394043]","[0.07285666465759277, 0.8511724472045898, 0.9028187990188599]","[-18.98987579345703, -13.942107200622559, -13.972103118896484]"
2019-11-08-18-03-09-137000,"[-0.7766203880310059, 1.0807970762252808, 0.18399429321289062]","[-100.02055358886719, 15.697101593017578, -0.8350505828857422]","[0.30032873153686523, 0.8330545425415039, 0.9063889980316162]","[16.755556106567383, -19.875097274780273, 11.953585624694824]","[0.07824039459228516, 0.8514955043792725, 0.9069576263427734]","[-19.483245849609375, -13.652220726013184, -8.268089294433594]"
2019-11-08-18-03-09-637000,"[-0.7700200080871582, 1.0790401697158813, 0.1862778663635254]","[-100.10132598876953, 17.640825271606445, 0.5325742959976196]","[0.32375478744506836, 0.8288540840148926, 0.8938207626342773]","[21.025835037231445, -18.412492752075195, 11.32007122039795]","[0.06555652618408203, 0.8345170021057129, 0.8904894590377808]","[-23.536291122436523, -9.874902725219727, -10.03477954864502]"
2019-11-08-18-03-10-138000,"[-0.7572307586669922, 1.0747979879379272, 0.19168305397033691]","[-101.41036987304688, 19.06412124633789, 0.5073395371437073]","[0.34496164321899414, 0.8433467149734497, 0.8742811679840088]","[29.592798233032227, -22.446561813354492, 5.759755611419678]","[0.058922529220581055, 0.8307093381881714, 0.8739103078842163]","[-25.777347564697266, -8.773706436157227, -10.821575164794922]"
2019-11-08-18-03-10-641000,"[-0.7710442543029785, 1.065035343170166, 0.19268488883972168]","[-100.067138671875, 20.588804244995117, 1.0421125888824463]","[0.3422842025756836, 0.9758862257003784, 0.8445494174957275]","[57.579586029052734, -45.69430160522461, -26.692699432373047]","[0.045912742614746094, 0.959721565246582, 0.8521462678909302]","[-37.88148498535156, -31.136960983276367, 10.34834098815918]"
2019-11-08-18-03-11-143000,"[-0.7828497886657715, 1.0581414699554443, 0.18836283683776855]","[-100.81874084472656, 22.596343994140625, 0.7004489898681641]","[0.3469393253326416, 1.0195707082748413, 0.8200335502624512]","[84.43415069580078, -40.301963806152344, -47.70880889892578]","[0.0369563102722168, 1.0182045698165894, 0.8159898519515991]","[-66.45710754394531, -38.66234588623047, 26.853261947631836]"
2019-11-08-18-03-11-645000,"[-0.781379222869873, 1.0623464584350586, 0.18678951263427734]","[-100.65300750732422, 21.72415542602539, 0.2664317488670349]","[0.36090850830078125, 1.0248949527740479, 0.8041716814041138]","[92.00057220458984, -37.3402214050293, -49.68546676635742]","[0.043091535568237305, 1.033170461654663, 0.8092231750488281]","[-73.2396240234375, -37.628719329833984, 29.26304054260254]"
2019-11-08-18-03-12-146000,"[-0.7854492664337158, 1.0658447742462158, 0.18025422096252441]","[-99.0925064086914, 19.66315460205078, -0.36872658133506775]","[0.3549799919128418, 1.0326110124588013, 0.8108863830566406]","[89.19529724121094, -41.85624694824219, -46.99116897583008]","[0.040174007415771484, 1.0423511266708374, 0.8158971071243286]","[-71.90062713623047, -40.70820999145508, 29.533117294311523]"
2019-11-08-18-03-12-646000,"[-0.7821550369262695, 1.063832402229309, 0.17724990844726562]","[-98.37316131591797, 22.428558349609375, 1.2530807256698608]","[0.34976959228515625, 1.036483883857727, 0.8117967844009399]","[88.4288101196289, -46.09744644165039, -46.32001876831055]","[0.03794550895690918, 1.0390609502792358, 0.8163281679153442]","[-69.83424377441406, -42.54005432128906, 27.33357048034668]"
2019-11-08-18-03-13-147000,"[-0.7775144577026367, 1.0637390613555908, 0.1692202091217041]","[-103.24378204345703, 23.731430053710938, 1.0795559883117676]","[0.3351874351501465, 1.0342894792556763, 0.8219441175460815]","[79.66667175292969, -46.655147552490234, -42.50287628173828]","[0.027276277542114258, 1.0341150760650635, 0.8068346977233887]","[-70.19908905029297, -41.66389846801758, 22.784652709960938]"
2019-11-08-18-03-13-647000,"[-0.7725423574447632, 1.0645687580108643, 0.16898584365844727]","[-108.74516296386719, 22.860998153686523, 1.0450806617736816]","[0.32520437240600586, 1.032789707183838, 0.8346269130706787]","[76.75715637207031, -45.44783401489258, -43.915000915527344]","[0.021008014678955078, 1.034253478050232, 0.7957693338394165]","[-73.20806884765625, -42.037071228027344, 21.89277458190918]"
2019-11-08-18-03-14-148000,"[-0.7510247230529785, 1.0697623491287231, 0.1857461929321289]","[-110.86869812011719, 20.652835845947266, 1.1317538022994995]","[0.307420015335083, 0.9535478353500366, 0.9027692079544067]","[30.755802154541016, -36.55058288574219, -4.186313152313232]","[-0.017120361328125, 0.9227412939071655, 0.8549286127090454]","[-53.7143440246582, -17.18613624572754, -2.2397422790527344]"
2019-11-08-18-03-14-648000,"[-0.7396388053894043, 1.0991058349609375, 0.18210101127624512]","[-99.56500244140625, 5.067461013793945, 5.7981181144714355]","[0.32186198234558105, 0.8854649066925049, 0.917776346206665]","[23.40973472595215, -24.633407592773438, 6.989676475524902]","[0.0038106441497802734, 0.8502367734909058, 0.8779670000076294]","[-43.73157501220703, -6.7295074462890625, -7.473648548126221]"
2019-11-08-18-03-15-149000,"[-0.7295563220977783, 1.1072832345962524, 0.16750502586364746]","[-98.9094467163086, -2.1832475662231445, 5.411703586578369]","[0.29160284996032715, 0.8157608509063721, 0.9124324321746826]","[16.047637939453125, -14.921292304992676, 17.512187957763672]","[-0.018715858459472656, 0.7813501358032227, 0.8785198926925659]","[-43.18540954589844, 0.4343249201774597, -18.647968292236328]"
2019-11-08-18-03-15-650000,"[-0.7301802635192871, 1.1063846349716187, 0.16782236099243164]","[-95.50382995605469, -1.9344254732131958, 4.668506145477295]","[0.2712695598602295, 0.793087363243103, 0.9002618789672852]","[12.855130195617676, -12.854996681213379, 22.587190628051758]","[-0.030327320098876953, 0.7212866544723511, 0.8651461601257324]","[-45.10468673706055, 12.326432228088379, -24.914234161376953]"
2019-11-08-18-03-16-150000,"[-0.7312831878662109, 1.1052149534225464, 0.17128539085388184]","[-95.90614318847656, -0.7887792587280273, 4.156579494476318]","[0.26587581634521484, 0.7930185794830322, 0.9030280113220215]","[12.307395935058594, -12.465347290039062, 22.395099639892578]","[-0.034307241439819336, 0.733250617980957, 0.871111273765564]","[-44.618099212646484, 9.976455688476562, -25.524812698364258]"
2019-11-08-18-03-16-651000,"[-0.7393624782562256, 1.104756474494934, 0.1801466941833496]","[-93.27174377441406, 1.1912190914154053, 2.2349703311920166]","[0.2727794647216797, 0.7972323894500732, 0.9093515872955322]","[14.563714981079102, -12.695419311523438, 22.044126510620117]","[-0.022017240524291992, 0.7409267425537109, 0.8829659223556519]","[-40.12760543823242, 8.140580177307129, -26.25580596923828]"
2019-11-08-18-03-17-152000,"[-0.7464778423309326, 1.106925368309021, 0.18053197860717773]","[-92.65946960449219, -0.9510831832885742, 2.3342833518981934]","[0.27231550216674805, 0.7947039604187012, 0.9166896343231201]","[14.058746337890625, -12.234824180603027, 22.84992218017578]","[-0.009422779083251953, 0.7404152154922485, 0.8965135812759399]","[-36.39478302001953, 8.462669372558594, -26.7972469329834]"
2019-11-08-18-03-17-654000,"[-0.7413496971130371, 1.1127947568893433, 0.16819405555725098]","[-93.41637420654297, -6.407664775848389, 9.813800811767578]","[0.27954864501953125, 0.7922685146331787, 0.9146878719329834]","[16.420488357543945, -10.739825248718262, 21.248275756835938]","[0.0017862319946289062, 0.7313064336776733, 0.9027429819107056]","[-33.86803436279297, 11.566642761230469, -27.987451553344727]"
2019-11-08-18-03-18-156000,"[-0.7296838760375977, 1.1201781034469604, 0.15934300422668457]","[-95.50350189208984, -13.440094947814941, 9.813631057739258]","[0.26612091064453125, 0.7951250076293945, 0.9157794713973999]","[13.157851219177246, -10.405902862548828, 22.6672306060791]","[-0.0006685256958007812, 0.7325054407119751, 0.904893159866333]","[-33.342811584472656, 12.099318504333496, -27.657480239868164]"
2019-11-08-18-03-18-656000,"[-0.7322955131530762, 1.1179293394088745, 0.16258835792541504]","[-96.84767150878906, -11.634851455688477, 6.743063449859619]","[0.27491092681884766, 0.7825500965118408, 0.9030587673187256]","[14.741141319274902, -8.456555366516113, 21.39118194580078]","[-0.009938716888427734, 0.7377493381500244, 0.8954548835754395]","[-34.266990661621094, 12.732882499694824, -27.070417404174805]"
2019-11-08-18-03-19-156000,"[-0.7222204208374023, 1.1341843605041504, 0.1805262565612793]","[-92.85257720947266, -25.760936737060547, 7.325894832611084]","[0.2843787670135498, 0.7857060432434082, 0.8976484537124634]","[16.4708309173584, -9.85362434387207, 19.300792694091797]","[-0.008127450942993164, 0.7490358352661133, 0.8882734775543213]","[-34.744441986083984, 10.602133750915527, -27.572160720825195]"
2019-11-08-18-03-19-657000,"[-0.7037792205810547, 1.1393101215362549, 0.18113255500793457]","[-95.6653823852539, -36.57020950317383, 7.28444242477417]","[0.297776460647583, 0.7914174795150757, 0.889098048210144]","[19.077430725097656, -12.497820854187012, 21.031475067138672]","[0.015738487243652344, 0.7338173389434814, 0.8795191049575806]","[-32.39597702026367, 12.562094688415527, -27.55643653869629]"
2019-11-08-18-03-20-158000,"[-0.7001509666442871, 1.139602780342102, 0.1915593147277832]","[-90.1858139038086, -37.29844665527344, 1.9371354579925537]","[0.2872500419616699, 0.7946921586990356, 0.8886889219284058]","[17.992416381835938, -12.736905097961426, 21.6374454498291]","[0.011621952056884766, 0.7335920333862305, 0.8688794374465942]","[-33.81468963623047, 12.582070350646973, -27.06123161315918]"
2019-11-08-18-03-20-660000,"[-0.7043554782867432, 1.138804316520691, 0.1916201114654541]","[-89.03652954101562, -35.74007034301758, 0.9713993072509766]","[0.2903470993041992, 0.7954964637756348, 0.8890289068222046]","[20.239477157592773, -12.774897575378418, 21.04952049255371]","[0.0039403438568115234, 0.7316155433654785, 0.867741584777832]","[-34.38512420654297, 13.522050857543945, -26.918540954589844]"
2019-11-08-18-03-21-162000,"[-0.7059040069580078, 1.13838791847229, 0.19414591789245605]","[-88.78285217285156, -35.18210220336914, 0.6389898061752319]","[0.29478955268859863, 0.7922838926315308, 0.8874498605728149]","[20.454565048217773, -12.315215110778809, 20.514379501342773]","[0.00436854362487793, 0.7360557317733765, 0.8716580867767334]","[-34.04020309448242, 12.930469512939453, -26.761056900024414]"
2019-11-08-18-03-21-663000,"[-0.7147519588470459, 1.1358635425567627, 0.1954047679901123]","[-89.13802337646484, -31.612789154052734, 1.2015008926391602]","[0.2995278835296631, 0.7930452823638916, 0.8867876529693604]","[20.680837631225586, -12.597671508789062, 20.563377380371094]","[0.0065784454345703125, 0.7372996807098389, 0.8718512058258057]","[-34.17596435546875, 12.713066101074219, -27.46660041809082]"
2019-11-08-18-03-22-164000,"[-0.7136244773864746, 1.135515809059143, 0.19933652877807617]","[-88.12162780761719, -31.534423828125, 0.4069494605064392]","[0.3020617961883545, 0.7994309663772583, 0.8890154361724854]","[21.937740325927734, -14.286354064941406, 20.257217407226562]","[0.011757135391235352, 0.7414268255233765, 0.8760939836502075]","[-33.315792083740234, 12.05629825592041, -26.774187088012695]"
2019-11-08-18-03-22-665000,"[-0.7145118713378906, 1.1383894681930542, 0.1970524787902832]","[-88.9113998413086, -33.489559173583984, 0.8069100379943848]","[0.29821228981018066, 0.8010480403900146, 0.8960995674133301]","[21.30110740661621, -14.723700523376465, 20.28386878967285]","[0.004500865936279297, 0.74360191822052, 0.8780516386032104]","[-35.12450408935547, 11.616857528686523, -26.09605598449707]"
2019-11-08-18-03-23-165000,"[-0.7147219181060791, 1.136813998222351, 0.19698309898376465]","[-89.50137329101562, -29.920188903808594, 3.6565465927124023]","[0.3076748847961426, 0.8104617595672607, 0.8913241624832153]","[22.372007369995117, -16.924663543701172, 19.45455551147461]","[0.009200811386108398, 0.7494245767593384, 0.8789927959442139]","[-34.960628509521484, 10.309793472290039, -24.880842208862305]"
2019-11-08-18-03-23-666000,"[-0.7089493274688721, 1.1140474081039429, 0.24796128273010254]","[-73.83667755126953, -6.4171142578125, -1.9393419027328491]","[0.3455996513366699, 0.818191647529602, 0.8784074783325195]","[28.68742561340332, -17.151262283325195, 15.177783012390137]","[0.03290605545043945, 0.7624001502990723, 0.8785319328308105]","[-32.683319091796875, 7.472165584564209, -22.201295852661133]"
2019-11-08-18-03-24-167000,"[-0.6833755970001221, 1.0925672054290771, 0.22840404510498047]","[-84.08358764648438, 8.498344421386719, 3.2574164867401123]","[0.40028905868530273, 0.8127033710479736, 0.8470814228057861]","[36.81308364868164, -15.996004104614258, 14.020256996154785]","[0.041440725326538086, 0.7771272659301758, 0.8740805387496948]","[-31.0010929107666, 3.674546957015991, -18.4132080078125]"
2019-11-08-18-03-24-669000,"[-0.6571791172027588, 1.094779133796692, 0.22044014930725098]","[-88.64169311523438, 5.586493492126465, 5.037308692932129]","[0.429302453994751, 0.8270328044891357, 0.8241899013519287]","[41.54486083984375, -20.20372772216797, 10.632733345031738]","[0.025269031524658203, 0.7816900014877319, 0.8555896282196045]","[-33.31660842895508, 2.699673652648926, -20.069028854370117]"
2019-11-08-18-03-25-170000,"[-0.6561157703399658, 1.0913957357406616, 0.21287155151367188]","[-93.03468322753906, 6.339018821716309, 5.5625410079956055]","[0.41452932357788086, 0.8229628801345825, 0.8307156562805176]","[36.30070495605469, -21.46613121032715, 13.888801574707031]","[0.024610042572021484, 0.7776142358779907, 0.854500412940979]","[-33.52278137207031, 2.9253346920013428, -19.253053665161133]"
2019-11-08-18-03-25-670000,"[-0.6777944564819336, 1.0918430089950562, 0.19591450691223145]","[-95.8318099975586, 8.173154830932617, 7.365382671356201]","[0.4071040153503418, 0.8190294504165649, 0.8476096391677856]","[35.640846252441406, -20.73244285583496, 16.94467544555664]","[0.00031280517578125, 0.7796856164932251, 0.862886905670166]","[-36.843055725097656, 2.471635103225708, -19.03955841064453]"
