TIMESTAMP,HEAD_POS_GLB,HEAD_EULER_GLB,CONTROLLER_1_POS_GLB,CONTROLLER_1_EULER_GLB,CONTROLLER_2_POS_GLB,CONTROLLER_2_EULER_GLB
2019-11-11-11-04-34-854000,"[-0.09863138198852539, 1.1718672513961792, 0.03142213821411133]","[2.2337276935577393, -3.629819869995117, 2.48197603225708]","[-0.007146596908569336, 0.5317739248275757, 0.4418795108795166]","[15.73353099822998, 4.111895561218262, 0.5496408939361572]","[-0.08518052101135254, 0.4974246025085449, 0.45502734184265137]","[1.2117005586624146, 11.795563697814941, -31.4934024810791]"
2019-11-11-11-04-35-354000,"[-0.09838199615478516, 1.1718178987503052, 0.03173685073852539]","[2.1762115955352783, -3.5297274589538574, 2.4408857822418213]","[-0.007113456726074219, 0.5322396755218506, 0.4413156509399414]","[15.70995807647705, 4.0029826164245605, 0.6608604192733765]","[-0.08343863487243652, 0.4967179298400879, 0.45351338386535645]","[1.1904798746109009, 11.767152786254883, -31.215314865112305]"
2019-11-11-11-04-35-855000,"[-0.09750604629516602, 1.1717321872711182, 0.03185725212097168]","[2.301485538482666, -3.530256509780884, 2.3575186729431152]","[-0.007010221481323242, 0.5323781967163086, 0.44141602516174316]","[15.758119583129883, 4.044747829437256, 0.5804483890533447]","[-0.08358025550842285, 0.49715960025787354, 0.4538753032684326]","[1.2196249961853027, 11.806907653808594, -31.067163467407227]"
2019-11-11-11-04-36-355000,"[-0.09724950790405273, 1.1713908910751343, 0.031273603439331055]","[2.322601318359375, -3.4986565113067627, 2.3411355018615723]","[-0.006669759750366211, 0.5318394899368286, 0.44121623039245605]","[15.770318984985352, 4.083940029144287, 0.6347713470458984]","[-0.08379220962524414, 0.49643611907958984, 0.4536166191101074]","[1.2386438846588135, 11.87777328491211, -31.095584869384766]"
2019-11-11-11-04-36-855000,"[-0.09697961807250977, 1.1714473962783813, 0.031345367431640625]","[2.372978925704956, -3.534306049346924, 2.1890411376953125]","[-0.006919384002685547, 0.5314128398895264, 0.4417736530303955]","[15.782392501831055, 4.089043140411377, 0.7541284561157227]","[-0.08497095108032227, 0.49701476097106934, 0.4552938938140869]","[1.2755318880081177, 11.935088157653809, -31.212528228759766]"
2019-11-11-11-04-37-357000,"[-0.09540843963623047, 1.1713223457336426, 0.031052589416503906]","[2.632436990737915, -3.368053913116455, 2.1004302501678467]","[-0.0067822933197021484, 0.5315210819244385, 0.441270112991333]","[15.817848205566406, 4.122772216796875, 0.6297481060028076]","[-0.08360099792480469, 0.4963494539260864, 0.453519344329834]","[1.2734289169311523, 11.945883750915527, -31.001882553100586]"
2019-11-11-11-04-37-859000,"[-0.09613633155822754, 1.1712318658828735, 0.031418800354003906]","[2.646578073501587, -3.325716018676758, 2.240575075149536]","[-0.006539821624755859, 0.531841516494751, 0.4416675567626953]","[15.782423973083496, 4.0325188636779785, 0.6092884540557861]","[-0.08364009857177734, 0.49672889709472656, 0.45412635803222656]","[1.2501389980316162, 11.844371795654297, -31.23102378845215]"
2019-11-11-11-04-38-359000,"[-0.09593629837036133, 1.1713762283325195, 0.031339168548583984]","[2.653958797454834, -3.4011895656585693, 2.1682329177856445]","[-0.006615877151489258, 0.531673789024353, 0.44114065170288086]","[15.791682243347168, 4.018228054046631, 0.6281260251998901]","[-0.08246469497680664, 0.4957214593887329, 0.45279669761657715]","[1.2457765340805054, 11.836024284362793, -31.20467758178711]"
2019-11-11-11-04-38-860000,"[-0.09624600410461426, 1.1712722778320312, 0.03179049491882324]","[2.7695634365081787, -3.357586145401001, 2.1267502307891846]","[-0.006858110427856445, 0.5315907001495361, 0.4415266513824463]","[15.759631156921387, 4.006601810455322, 0.6388542056083679]","[-0.08234095573425293, 0.49554431438446045, 0.452695369720459]","[1.229287028312683, 11.807971954345703, -31.407358169555664]"
2019-11-11-11-04-39-361000,"[-0.09667682647705078, 1.1714730262756348, 0.031288862228393555]","[2.586088180541992, -3.403141975402832, 2.248042583465576]","[-0.0070607662200927734, 0.531458854675293, 0.4409329891204834]","[15.742406845092773, 4.014169216156006, 0.6588039994239807]","[-0.08246040344238281, 0.4955134391784668, 0.45261430740356445]","[1.2101858854293823, 11.835199356079102, -31.342998504638672]"
2019-11-11-11-04-39-861000,"[-0.09486842155456543, 1.1712971925735474, 0.03256368637084961]","[2.810492992401123, -3.2529702186584473, 1.8791780471801758]","[-0.00631403923034668, 0.5308500528335571, 0.4416084289550781]","[15.804607391357422, 4.143188953399658, 0.878088116645813]","[-0.08226656913757324, 0.4954798221588135, 0.45328259468078613]","[1.3395051956176758, 11.932243347167969, -31.869552612304688]"
2019-11-11-11-04-40-361000,"[-0.09460711479187012, 1.172082781791687, 0.031207561492919922]","[2.8720340728759766, -3.5008671283721924, 1.9706456661224365]","[-0.006476163864135742, 0.5314347743988037, 0.4409213066101074]","[15.739136695861816, 4.144796371459961, 0.7223253846168518]","[-0.07981729507446289, 0.49386584758758545, 0.45044994354248047]","[1.2560014724731445, 11.918241500854492, -31.48141098022461]"
2019-11-11-11-04-40-862000,"[-0.09430575370788574, 1.171878457069397, 0.03190279006958008]","[3.0004401206970215, -3.362931966781616, 1.9110013246536255]","[-0.006299257278442383, 0.5316804647445679, 0.4411036968231201]","[15.64570426940918, 3.8629491329193115, 0.8947777152061462]","[-0.08019185066223145, 0.49466705322265625, 0.4507298469543457]","[1.692491054534912, 11.736848831176758, -31.309457778930664]"
2019-11-11-11-04-41-363000,"[-0.09438371658325195, 1.1719422340393066, 0.03171133995056152]","[3.0577921867370605, -3.482130289077759, 1.8470101356506348]","[-0.005899667739868164, 0.5307656526565552, 0.44121527671813965]","[15.840535163879395, 4.286022663116455, 0.46278855204582214]","[-0.07973718643188477, 0.4938112497329712, 0.45053815841674805]","[1.4238585233688354, 11.834304809570312, -31.44219207763672]"
2019-11-11-11-04-41-864000,"[-0.09340572357177734, 1.1718311309814453, 0.031667470932006836]","[2.943554401397705, -3.413783073425293, 1.8211332559585571]","[-0.005945444107055664, 0.5308862924575806, 0.4412989616394043]","[15.802305221557617, 4.185471057891846, 0.6563894748687744]","[-0.08037495613098145, 0.4941682815551758, 0.4513700008392334]","[1.3385158777236938, 11.924087524414062, -31.280405044555664]"
2019-11-11-11-04-42-364000,"[-0.09373927116394043, 1.1713916063308716, 0.032355308532714844]","[2.954432249069214, -3.117480516433716, 1.8156613111495972]","[-0.0061037540435791016, 0.5307788848876953, 0.4411911964416504]","[15.83518123626709, 4.118548393249512, 0.7260264158248901]","[-0.08034515380859375, 0.49422645568847656, 0.451474666595459]","[1.3518626689910889, 11.911840438842773, -31.384986877441406]"
2019-11-11-11-04-42-865000,"[-0.09162569046020508, 1.1713688373565674, 0.03286886215209961]","[3.20076584815979, -3.0554327964782715, 1.5974315404891968]","[-0.005713939666748047, 0.5306006669998169, 0.44158458709716797]","[15.826723098754883, 4.205924034118652, 0.478392630815506]","[-0.08036947250366211, 0.49401605129241943, 0.45139527320861816]","[1.2924203872680664, 11.890143394470215, -31.610471725463867]"
2019-11-11-11-04-43-365000,"[-0.09201645851135254, 1.1710736751556396, 0.03289222717285156]","[3.2418010234832764, -2.991140604019165, 1.5555020570755005]","[-0.005711793899536133, 0.5305476188659668, 0.4408450126647949]","[15.844989776611328, 4.144501686096191, 0.47701534628868103]","[-0.08092093467712402, 0.4944494962692261, 0.4514927864074707]","[1.3149069547653198, 11.916836738586426, -31.13066291809082]"
2019-11-11-11-04-43-866000,"[-0.09211039543151855, 1.1718157529830933, 0.03251314163208008]","[3.0475070476531982, -3.1845531463623047, 1.5586720705032349]","[-0.005805253982543945, 0.5306699275970459, 0.44105029106140137]","[15.854854583740234, 4.189539909362793, 0.34983035922050476]","[-0.0818166732788086, 0.49532878398895264, 0.45207881927490234]","[1.376948356628418, 11.909884452819824, -31.264665603637695]"
2019-11-11-11-04-44-366000,"[-0.09409570693969727, 1.1717612743377686, 0.03259587287902832]","[3.0703091621398926, -3.058624029159546, 1.7598859071731567]","[-0.006293773651123047, 0.5314146280288696, 0.44085049629211426]","[15.83020305633545, 4.127206802368164, 0.5083990097045898]","[-0.08135056495666504, 0.4951949119567871, 0.45203471183776855]","[1.4030319452285767, 11.899256706237793, -31.218259811401367]"
2019-11-11-11-04-44-867000,"[-0.09134054183959961, 1.1726795434951782, 0.0304105281829834]","[3.241502285003662, -3.598036050796509, 1.3714256286621094]","[-0.006158351898193359, 0.5303999185562134, 0.4411463737487793]","[15.76746654510498, 4.136775016784668, 0.5892917513847351]","[-0.08117318153381348, 0.4951815605163574, 0.4517338275909424]","[1.3845515251159668, 11.920999526977539, -31.487449645996094]"
2019-11-11-11-04-45-368000,"[-0.08886265754699707, 1.1723536252975464, 0.03102588653564453]","[3.4719882011413574, -3.4183034896850586, 1.108798861503601]","[-0.006009101867675781, 0.5307499170303345, 0.4409193992614746]","[15.78563117980957, 4.125722408294678, 0.46864232420921326]","[-0.08230018615722656, 0.495125412940979, 0.4523603916168213]","[1.4116878509521484, 11.879773139953613, -31.39318084716797]"
2019-11-11-11-04-45-868000,"[-0.08885359764099121, 1.1725788116455078, 0.02978038787841797]","[3.4210398197174072, -3.5433027744293213, 1.2515206336975098]","[-0.005638599395751953, 0.5309500694274902, 0.44115161895751953]","[15.747368812561035, 4.18611478805542, 0.1990845948457718]","[-0.08320832252502441, 0.4966353178024292, 0.4536092281341553]","[1.4184640645980835, 11.866863250732422, -31.2302303314209]"
2019-11-11-11-04-46-368000,"[-0.09004402160644531, 1.1721440553665161, 0.03023052215576172]","[3.3174664974212646, -3.313814401626587, 1.4536871910095215]","[-0.0059223175048828125, 0.5310080051422119, 0.44062328338623047]","[15.724242210388184, 4.163158893585205, 0.5391143560409546]","[-0.08395671844482422, 0.4966956377029419, 0.45354318618774414]","[1.5075526237487793, 11.830568313598633, -31.377622604370117]"
2019-11-11-11-04-46-869000,"[-0.08945703506469727, 1.1720120906829834, 0.030275821685791016]","[3.432034730911255, -3.3433592319488525, 1.3294188976287842]","[-0.005817413330078125, 0.5307062864303589, 0.4410669803619385]","[15.743934631347656, 4.175817012786865, 0.5493301153182983]","[-0.08383774757385254, 0.4966769218444824, 0.45360279083251953]","[1.5546271800994873, 11.898523330688477, -31.490005493164062]"
2019-11-11-11-04-47-369000,"[-0.09043169021606445, 1.1721410751342773, 0.029766321182250977]","[3.3507919311523438, -3.431973934173584, 1.28134286403656]","[-0.005918264389038086, 0.5309064388275146, 0.4406142234802246]","[15.66938304901123, 4.056773662567139, 0.5829908847808838]","[-0.0846109390258789, 0.49699223041534424, 0.454052209854126]","[1.5072823762893677, 11.852792739868164, -31.397756576538086]"
2019-11-11-11-04-47-870000,"[-0.0902566909790039, 1.1722400188446045, 0.030535459518432617]","[3.350825071334839, -3.4124035835266113, 1.2704176902770996]","[-0.005758762359619141, 0.5306415557861328, 0.44103240966796875]","[15.732589721679688, 4.1482672691345215, 0.39236220717430115]","[-0.08477234840393066, 0.49718403816223145, 0.45470142364501953]","[1.5121649503707886, 11.868914604187012, -31.595247268676758]"
2019-11-11-11-04-48-371000,"[-0.09103798866271973, 1.17225980758667, 0.029864788055419922]","[3.278285503387451, -3.5863726139068604, 1.4176242351531982]","[-0.0060122013092041016, 0.530580997467041, 0.440845251083374]","[15.751964569091797, 4.0985636711120605, 0.35165202617645264]","[-0.08499431610107422, 0.49705588817596436, 0.45429372787475586]","[1.5228281021118164, 11.835598945617676, -31.38239288330078]"
2019-11-11-11-04-48-873000,"[-0.0911099910736084, 1.172339677810669, 0.029430150985717773]","[3.4000649452209473, -3.561455488204956, 1.450648307800293]","[-0.005369663238525391, 0.5305540561676025, 0.4406571388244629]","[15.780606269836426, 4.106821060180664, 0.32244688272476196]","[-0.08361363410949707, 0.4968670606613159, 0.4535198211669922]","[1.5592472553253174, 11.82169246673584, -31.32762908935547]"
2019-11-11-11-04-49-373000,"[-0.0908515453338623, 1.1723331212997437, 0.02904820442199707]","[3.3365092277526855, -3.6370224952697754, 1.4588139057159424]","[-0.005120277404785156, 0.5304728746414185, 0.44042134284973145]","[15.775298118591309, 4.159814834594727, 0.2904440760612488]","[-0.08337545394897461, 0.4966644048690796, 0.4533352851867676]","[1.5634771585464478, 11.824594497680664, -31.572616577148438]"
2019-11-11-11-04-49-873000,"[-0.09027719497680664, 1.1723288297653198, 0.02965831756591797]","[3.403116226196289, -3.519577980041504, 1.2924842834472656]","[-0.00591278076171875, 0.530584454536438, 0.4411146640777588]","[15.68892765045166, 4.093529224395752, 0.4540192782878876]","[-0.0841364860534668, 0.4964563846588135, 0.4539027214050293]","[1.506523847579956, 11.843985557556152, -31.64818000793457]"
2019-11-11-11-04-50-374000,"[-0.08964323997497559, 1.1722949743270874, 0.029122352600097656]","[3.494481086730957, -3.6289186477661133, 1.2813236713409424]","[-0.005213022232055664, 0.5300822257995605, 0.440258264541626]","[15.770795822143555, 4.115760803222656, 0.33523163199424744]","[-0.08358502388000488, 0.4960285425186157, 0.4530622959136963]","[1.5605032444000244, 11.848111152648926, -31.524559020996094]"
2019-11-11-11-04-50-874000,"[-0.09104466438293457, 1.1721633672714233, 0.029691457748413086]","[3.393515110015869, -3.516613483428955, 1.4292718172073364]","[-0.0056095123291015625, 0.5305120944976807, 0.44101476669311523]","[15.747559547424316, 4.086363792419434, 0.4190997779369354]","[-0.08443355560302734, 0.49676990509033203, 0.45447516441345215]","[1.563447117805481, 11.870976448059082, -31.297197341918945]"
2019-11-11-11-04-51-375000,"[-0.0901329517364502, 1.172219157218933, 0.028901100158691406]","[3.56021785736084, -3.459301471710205, 1.4027413129806519]","[-0.005431413650512695, 0.530789852142334, 0.44031453132629395]","[15.658007621765137, 4.090896129608154, 0.2709343433380127]","[-0.08484220504760742, 0.49729812145233154, 0.45412492752075195]","[1.5163415670394897, 11.744965553283691, -31.448463439941406]"
2019-11-11-11-04-51-876000,"[-0.09049630165100098, 1.1723661422729492, 0.029242277145385742]","[3.4167301654815674, -3.490316152572632, 1.4268310070037842]","[-0.005085945129394531, 0.5305752754211426, 0.44071030616760254]","[15.500219345092773, 4.205600738525391, 0.4681611657142639]","[-0.08676338195800781, 0.49896812438964844, 0.4560837745666504]","[1.611458659172058, 11.710899353027344, -31.905336380004883]"
2019-11-11-11-04-52-377000,"[-0.09055280685424805, 1.1722251176834106, 0.0291135311126709]","[3.392302989959717, -3.418133497238159, 1.4366825819015503]","[-0.005251407623291016, 0.5302324295043945, 0.44040441513061523]","[15.532112121582031, 4.170836925506592, 0.694290280342102]","[-0.08759284019470215, 0.49904298782348633, 0.4562864303588867]","[1.6847766637802124, 11.709732055664062, -32.144866943359375]"
2019-11-11-11-04-52-878000,"[-0.09045052528381348, 1.172247052192688, 0.029184579849243164]","[3.436270236968994, -3.4146223068237305, 1.494751214981079]","[-0.005300998687744141, 0.5308024883270264, 0.44073963165283203]","[15.645926475524902, 4.149470806121826, 0.5527296662330627]","[-0.08955144882202148, 0.5005439519882202, 0.4582092761993408]","[1.6160156726837158, 11.62967586517334, -31.79550552368164]"
2019-11-11-11-04-53-379000,"[-0.09108591079711914, 1.1720818281173706, 0.02877044677734375]","[3.3981451988220215, -3.441967248916626, 1.6041514873504639]","[-0.005276203155517578, 0.5305616855621338, 0.4401834011077881]","[15.677969932556152, 4.175388336181641, 0.4719254970550537]","[-0.08941054344177246, 0.5003695487976074, 0.4575951099395752]","[1.6050137281417847, 11.660447120666504, -31.577116012573242]"
2019-11-11-11-04-53-879000,"[-0.09066009521484375, 1.1721775531768799, 0.0283811092376709]","[3.3782191276550293, -3.530674934387207, 1.5605099201202393]","[-0.005285739898681641, 0.5306181907653809, 0.4405660629272461]","[15.646468162536621, 4.1879167556762695, 0.43046778440475464]","[-0.08970046043395996, 0.5005248785018921, 0.45830774307250977]","[1.5816426277160645, 11.655570983886719, -31.716819763183594]"
2019-11-11-11-04-54-380000,"[-0.09098649024963379, 1.1726326942443848, 0.027384519577026367]","[3.3405051231384277, -3.72507643699646, 1.5910300016403198]","[-0.005448341369628906, 0.5309832096099854, 0.4401869773864746]","[15.662985801696777, 4.144092559814453, 0.44498345255851746]","[-0.08923125267028809, 0.5003694295883179, 0.4572451114654541]","[1.5816681385040283, 11.641544342041016, -31.56397247314453]"
2019-11-11-11-04-54-881000,"[-0.09065914154052734, 1.1726806163787842, 0.02743840217590332]","[3.2275424003601074, -3.8244669437408447, 1.4720016717910767]","[-0.005532026290893555, 0.5305774211883545, 0.44026851654052734]","[15.646110534667969, 4.148005485534668, 0.573130190372467]","[-0.0895376205444336, 0.5002930164337158, 0.4577627182006836]","[1.5935808420181274, 11.687724113464355, -31.778881072998047]"
2019-11-11-11-04-55-382000,"[-0.09015250205993652, 1.1724592447280884, 0.02783799171447754]","[3.274808883666992, -3.641268014907837, 1.5183618068695068]","[-0.005316495895385742, 0.530646562576294, 0.44017839431762695]","[15.676016807556152, 4.135997772216797, 0.49109122157096863]","[-0.0888969898223877, 0.5001477003097534, 0.45711636543273926]","[1.6075482368469238, 11.66355037689209, -31.698328018188477]"
2019-11-11-11-04-55-882000,"[-0.09021186828613281, 1.1721596717834473, 0.027889251708984375]","[3.374134063720703, -3.5865066051483154, 1.5208594799041748]","[-0.0056345462799072266, 0.5304203033447266, 0.44046449661254883]","[15.686964988708496, 4.08665132522583, 0.5461369752883911]","[-0.08917117118835449, 0.49997425079345703, 0.4575672149658203]","[1.6150139570236206, 11.670228004455566, -31.645776748657227]"
2019-11-11-11-04-56-382000,"[-0.09046173095703125, 1.1721469163894653, 0.027510643005371094]","[3.2992734909057617, -3.601151466369629, 1.5474718809127808]","[-0.0054225921630859375, 0.5306146144866943, 0.44037485122680664]","[15.704062461853027, 4.13820743560791, 0.4497879147529602]","[-0.08922553062438965, 0.4999774694442749, 0.4574778079986572]","[1.6186058521270752, 11.707450866699219, -31.487720489501953]"
2019-11-11-11-04-56-883000,"[-0.09076666831970215, 1.1723861694335938, 0.02746415138244629]","[3.2767186164855957, -3.665452003479004, 1.6001222133636475]","[-0.00495600700378418, 0.5305870771408081, 0.44034242630004883]","[15.696355819702148, 4.154219627380371, 0.42908453941345215]","[-0.0890953540802002, 0.5002328157424927, 0.4576294422149658]","[1.6293790340423584, 11.705387115478516, -31.589115142822266]"
2019-11-11-11-04-57-384000,"[-0.09066963195800781, 1.172287940979004, 0.027675151824951172]","[3.2657573223114014, -3.638404130935669, 1.489219069480896]","[-0.005114078521728516, 0.5302591323852539, 0.43985486030578613]","[15.659296035766602, 4.10600471496582, 0.5510022640228271]","[-0.08890986442565918, 0.49966001510620117, 0.4570128917694092]","[1.6156452894210815, 11.714091300964355, -31.53571128845215]"
2019-11-11-11-04-57-885000,"[-0.0903615951538086, 1.1724992990493774, 0.0273435115814209]","[3.2248246669769287, -3.708644151687622, 1.5290416479110718]","[-0.0052449703216552734, 0.5308123826980591, 0.4402599334716797]","[15.657862663269043, 4.0877156257629395, 0.3984772861003876]","[-0.08936095237731934, 0.5007174015045166, 0.4579594135284424]","[1.5937429666519165, 11.68092155456543, -31.594404220581055]"
2019-11-11-11-04-58-386000,"[-0.09009313583374023, 1.1722580194473267, 0.02698040008544922]","[3.3736610412597656, -3.6443064212799072, 1.5304629802703857]","[-0.005048036575317383, 0.5306581258773804, 0.4396672248840332]","[15.663527488708496, 4.114312171936035, 0.3380422592163086]","[-0.08985614776611328, 0.5007507801055908, 0.4575843811035156]","[1.6135385036468506, 11.655440330505371, -31.524944305419922]"
2019-11-11-11-04-58-887000,"[-0.09080648422241211, 1.1723896265029907, 0.02723240852355957]","[3.3286314010620117, -3.620520830154419, 1.6251814365386963]","[-0.005129814147949219, 0.530758261680603, 0.4399380683898926]","[15.648016929626465, 4.130965232849121, 0.3778662085533142]","[-0.08949041366577148, 0.5004004240036011, 0.4578738212585449]","[1.6019113063812256, 11.67520523071289, -31.5322265625]"
2019-11-11-11-04-59-387000,"[-0.0919790267944336, 1.1721159219741821, 0.027521848678588867]","[3.212552547454834, -3.5801010131835938, 1.6430736780166626]","[-0.00517725944519043, 0.5303279161453247, 0.4392526149749756]","[15.630888938903809, 4.094685077667236, 0.40201619267463684]","[-0.08838391304016113, 0.4996645450592041, 0.45622754096984863]","[1.5903887748718262, 11.65030288696289, -31.640729904174805]"
2019-11-11-11-04-59-888000,"[-0.09078574180603027, 1.1722885370254517, 0.027718305587768555]","[3.292107105255127, -3.618049144744873, 1.504970908164978]","[-0.005491971969604492, 0.5304340124130249, 0.4400978088378906]","[15.603265762329102, 4.104634761810303, 0.46531909704208374]","[-0.08903264999389648, 0.4999336004257202, 0.4573078155517578]","[1.5593531131744385, 11.67969036102295, -31.641328811645508]"
2019-11-11-11-05-00-389000,"[-0.09069466590881348, 1.172320008277893, 0.027560710906982422]","[3.2442328929901123, -3.6469829082489014, 1.5855462551116943]","[-0.004949808120727539, 0.5306010246276855, 0.43962574005126953]","[15.617950439453125, 4.141056060791016, 0.20114879310131073]","[-0.08859944343566895, 0.5001403093338013, 0.45725488662719727]","[1.568111538887024, 11.688602447509766, -31.47272300720215]"
2019-11-11-11-05-00-890000,"[-0.09112024307250977, 1.171921730041504, 0.02803349494934082]","[3.310377359390259, -3.438905954360962, 1.6001777648925781]","[-0.005262136459350586, 0.5307976007461548, 0.4398469924926758]","[15.608421325683594, 4.115428447723389, 0.27790868282318115]","[-0.08895659446716309, 0.5000468492507935, 0.45710086822509766]","[1.5636235475540161, 11.705720901489258, -31.48634147644043]"
2019-11-11-11-05-01-391000,"[-0.09131145477294922, 1.1719461679458618, 0.027777433395385742]","[3.3132660388946533, -3.4204916954040527, 1.6719757318496704]","[-0.005343914031982422, 0.5306758880615234, 0.4398162364959717]","[15.585750579833984, 4.10031270980835, 0.35621997714042664]","[-0.08917641639709473, 0.5000029802322388, 0.4570784568786621]","[1.5456739664077759, 11.693699836730957, -31.491077423095703]"
2019-11-11-11-05-01-892000,"[-0.0930936336517334, 1.1714483499526978, 0.02818608283996582]","[3.1238653659820557, -3.3340694904327393, 1.960323452949524]","[-0.002578258514404297, 0.5367580652236938, 0.44102048873901367]","[15.056089401245117, 3.023127794265747, 7.999447822570801]","[-0.0944223403930664, 0.5160772800445557, 0.45830440521240234]","[-1.3987977504730225, 6.9823527336120605, -31.13097381591797]"
2019-11-11-11-05-02-393000,"[-0.09752535820007324, 1.1702733039855957, 0.034873247146606445]","[1.6745935678482056, -2.629645824432373, 3.524027109146118]","[-0.0006072521209716797, 0.6275683641433716, 0.4150102138519287]","[11.252023696899414, -26.687177658081055, 4.0423970222473145]","[-0.1652369499206543, 0.5843710899353027, 0.4680483341217041]","[-6.534761428833008, -5.595998287200928, -16.914369583129883]"
2019-11-11-11-05-02-545000,"[-0.10186624526977539, 1.1686973571777344, 0.03469109535217285]","[-0.597387433052063, -1.663610577583313, 4.406703472137451]","[-0.00551915168762207, 0.6155252456665039, 0.4209632873535156]","[9.554300308227539, -22.193836212158203, -0.22145844995975494]","[-0.18843960762023926, 0.5600103139877319, 0.46991419792175293]","[-5.7907633781433105, 1.968424677848816, -20.636857986450195]"
2019-11-11-11-05-02-893000,"[-0.11081075668334961, 1.1673831939697266, 0.032877445220947266]","[-2.9954991340637207, -1.2709746360778809, 7.122117519378662]","[-0.0232391357421875, 0.612114667892456, 0.42084336280822754]","[3.8120932579040527, -21.259004592895508, 1.135515809059143]","[-0.21528244018554688, 0.5401158332824707, 0.4920670986175537]","[-5.511524200439453, 8.027294158935547, -10.437527656555176]"
2019-11-11-11-05-03-394000,"[-0.12069392204284668, 1.165112853050232, 0.03367280960083008]","[-2.684626340866089, 0.7415141463279724, 7.959115982055664]","[0.006714820861816406, 0.6695897579193115, 0.4160487651824951]","[4.13236141204834, 8.424884796142578, -18.92998504638672]","[-0.2042100429534912, 0.5414522886276245, 0.48787736892700195]","[-5.593120098114014, 5.625431537628174, -19.017261505126953]"
2019-11-11-11-05-03-895000,"[-0.11570119857788086, 1.163021445274353, 0.032346487045288086]","[-0.8838971853256226, 2.498783588409424, 5.908084392547607]","[0.030694007873535156, 0.8005591630935669, 0.3116145133972168]","[3.570396900177002, -14.748014450073242, -11.370095252990723]","[-0.2013864517211914, 0.5423561334609985, 0.48621702194213867]","[-3.2997703552246094, 5.621134281158447, -14.760697364807129]"
2019-11-11-11-05-04-396000,"[-0.11041975021362305, 1.1655628681182861, 0.02922964096069336]","[-0.6747465133666992, 0.8523889780044556, 5.416826248168945]","[0.029417991638183594, 0.833351731300354, 0.29631829261779785]","[0.03774595633149147, -24.82891082763672, -5.2493977546691895]","[-0.2019052505493164, 0.5421532392501831, 0.48563456535339355]","[-3.187591075897217, 5.69053840637207, -13.178194999694824]"
2019-11-11-11-05-04-445000,"[-0.10998725891113281, 1.1654736995697021, 0.028830528259277344]","[-0.5085145831108093, 0.913333535194397, 5.366334438323975]","[0.026310443878173828, 0.8284435272216797, 0.2977421283721924]","[-0.25373154878616333, -23.18997573852539, -6.541664123535156]","[-0.20208072662353516, 0.5420310497283936, 0.48553466796875]","[-3.1636383533477783, 5.708818435668945, -13.187408447265625]"
2019-11-11-11-05-04-897000,"[-0.1073756217956543, 1.1652836799621582, 0.028161048889160156]","[-0.32397356629371643, 1.0053653717041016, 5.238009929656982]","[0.012509346008300781, 0.7929646968841553, 0.3087806701660156]","[-3.479818105697632, -10.251130104064941, -11.46224308013916]","[-0.20199966430664062, 0.5416473150253296, 0.4860107898712158]","[-3.202960729598999, 5.731845855712891, -13.0891695022583]"
2019-11-11-11-05-05-398000,"[-0.10608434677124023, 1.1648287773132324, 0.028609037399291992]","[0.09846910834312439, 1.3481205701828003, 4.929482460021973]","[0.02004694938659668, 0.7834758758544922, 0.312633752822876]","[-1.413552165031433, -4.308988094329834, -23.884960174560547]","[-0.2023327350616455, 0.5420482158660889, 0.4851408004760742]","[-3.2584309577941895, 5.689349174499512, -12.90417194366455]"
2019-11-11-11-05-05-898000,"[-0.1055307388305664, 1.1646766662597656, 0.028394222259521484]","[0.2509874403476715, 1.310964584350586, 4.916684150695801]","[0.02612137794494629, 0.8270015716552734, 0.2973766326904297]","[1.6535470485687256, -19.173734664916992, -17.620098114013672]","[-0.20185351371765137, 0.5416313409805298, 0.4852464199066162]","[-3.262254238128662, 5.712085247039795, -12.79981517791748]"
2019-11-11-11-05-06-398000,"[-0.10361051559448242, 1.1603339910507202, 0.026737451553344727]","[1.670407772064209, 3.9570631980895996, 5.318054676055908]","[0.0028688907623291016, 0.8407166004180908, 0.28235864639282227]","[-5.261874675750732, -37.337615966796875, 16.373397827148438]","[-0.20203709602355957, 0.5418915748596191, 0.4849257469177246]","[-3.250232696533203, 5.757400035858154, -12.817630767822266]"
2019-11-11-11-05-06-899000,"[-0.09946656227111816, 1.1565284729003906, 0.027417659759521484]","[3.217978000640869, 6.720312118530273, 5.049165725708008]","[0.016737699508666992, 0.79584801197052, 0.3089408874511719]","[-5.966529369354248, -13.74854564666748, -35.20179748535156]","[-0.20049476623535156, 0.5417183637619019, 0.4845304489135742]","[-3.1673905849456787, 5.736119747161865, -13.047115325927734]"
2019-11-11-11-05-07-181000,"[-0.09679746627807617, 1.1573790311813354, 0.026281356811523438]","[3.3540871143341064, 6.361682415008545, 4.53391695022583]","[0.04722166061401367, 0.8196671009063721, 0.3063778877258301]","[2.1279196739196777, -15.428180694580078, -65.00099182128906]","[-0.2005782127380371, 0.5416204929351807, 0.4840817451477051]","[-3.0458004474639893, 5.675825119018555, -13.410359382629395]"
2019-11-11-11-05-07-400000,"[-0.09597539901733398, 1.157143473625183, 0.025106430053710938]","[3.9501309394836426, 6.6267852783203125, 4.259470462799072]","[0.07933712005615234, 0.8198032379150391, 0.3102095127105713]","[5.971092224121094, -9.816201210021973, -83.81056213378906]","[-0.20078015327453613, 0.5416218042373657, 0.4841179847717285]","[-3.056607723236084, 5.705859661102295, -13.324339866638184]"
