TIMESTAMP,HEAD_POS_GLB,HEAD_EULER_GLB,CONTROLLER_1_POS_GLB,CONTROLLER_1_EULER_GLB,CONTROLLER_2_POS_GLB,CONTROLLER_2_EULER_GLB
2019-11-11-11-03-25-757000,"[-0.11038398742675781, 1.1800122261047363, -0.02247452735900879]","[6.200573921203613, -6.322685718536377, -0.5817468762397766]","[0.16028046607971191, 0.7665823698043823, 0.3496744632720947]","[9.438261032104492, -0.5455273985862732, -13.952662467956543]","[-0.06513094902038574, 0.5058165788650513, 0.4277074337005615]","[8.289901733398438, 6.228338718414307, -56.8741569519043]"
2019-11-11-11-03-25-757000,"[-0.11038398742675781, 1.1800122261047363, -0.02247452735900879]","[6.200573921203613, -6.322685718536377, -0.5817468762397766]","[0.16028046607971191, 0.7665823698043823, 0.3496744632720947]","[9.438261032104492, -0.5455273985862732, -13.952662467956543]","[-0.06513094902038574, 0.5058165788650513, 0.4277074337005615]","[8.289901733398438, 6.228338718414307, -56.8741569519043]"
2019-11-11-11-03-25-758000,"[-0.11038398742675781, 1.1800122261047363, -0.02247452735900879]","[6.200573921203613, -6.322685718536377, -0.5817468762397766]","[0.16028046607971191, 0.7665823698043823, 0.3496744632720947]","[9.438261032104492, -0.5455273985862732, -13.952662467956543]","[-0.06513094902038574, 0.5058165788650513, 0.4277074337005615]","[8.289901733398438, 6.228338718414307, -56.8741569519043]"
2019-11-11-11-03-26-258000,"[-0.11329889297485352, 1.1789476871490479, -0.02697920799255371]","[5.051990032196045, -6.528554439544678, 0.09751905500888824]","[0.1595439910888672, 0.7666778564453125, 0.34697508811950684]","[9.148242950439453, 0.27896246314048767, -15.439830780029297]","[-0.06649184226989746, 0.5069359540939331, 0.4284203052520752]","[8.518413543701172, 6.136929035186768, -57.21240234375]"
2019-11-11-11-03-26-266000,"[-0.1134493350982666, 1.1789746284484863, -0.026987552642822266]","[5.015673637390137, -6.544787406921387, 0.11426053196191788]","[0.1593952178955078, 0.7666857242584229, 0.3467898368835449]","[9.133261680603027, 0.2503204941749573, -15.472325325012207]","[-0.06692981719970703, 0.5069518089294434, 0.4286971092224121]","[8.409506797790527, 6.196021556854248, -56.993690490722656]"
2019-11-11-11-03-26-759000,"[-0.1176443099975586, 1.1793811321258545, -0.026104450225830078]","[3.1777167320251465, -6.871675968170166, 0.9970654845237732]","[0.16286516189575195, 0.7673788070678711, 0.34738731384277344]","[9.580833435058594, 0.6953948140144348, -15.810989379882812]","[-0.06734919548034668, 0.5074665546417236, 0.428844690322876]","[8.499714851379395, 6.1432366371154785, -57.09444808959961]"
2019-11-11-11-03-27-260000,"[-0.11948466300964355, 1.1791198253631592, -0.025760412216186523]","[2.557180404663086, -6.703247547149658, 1.313696265220642]","[0.22681856155395508, 0.8678903579711914, 0.3121638298034668]","[24.204931259155273, -18.06515121459961, -13.192521095275879]","[-0.06706476211547852, 0.5076977014541626, 0.4294557571411133]","[8.588760375976562, 6.179401397705078, -57.233154296875]"
2019-11-11-11-03-27-761000,"[-0.14018797874450684, 1.1860467195510864, -0.028291702270507812]","[-10.39537525177002, -11.398798942565918, 3.927833080291748]","[0.2271590232849121, 0.8607925176620483, 0.31145644187927246]","[21.893497467041016, -16.23033332824707, -17.38292694091797]","[-0.06711411476135254, 0.5076922178268433, 0.4299814701080322]","[8.719305038452148, 6.084225177764893, -57.52861785888672]"
2019-11-11-11-03-28-261000,"[-0.14858627319335938, 1.185307264328003, -0.031288862228393555]","[-12.35248851776123, -11.354719161987305, 5.1437668800354]","[0.23647475242614746, 0.8658726215362549, 0.3078336715698242]","[24.238189697265625, -15.322883605957031, -17.880144119262695]","[-0.0671696662902832, 0.5078697204589844, 0.4292788505554199]","[8.68797492980957, 6.11841344833374, -57.376548767089844]"
2019-11-11-11-03-28-762000,"[-0.14774751663208008, 1.1842995882034302, -0.030860424041748047]","[-11.881612777709961, -10.97178840637207, 5.17470645904541]","[0.23431754112243652, 0.8630905151367188, 0.309337854385376]","[23.93000602722168, -14.48078727722168, -18.2252140045166]","[-0.06848454475402832, 0.5082727670669556, 0.42971372604370117]","[8.491469383239746, 6.223127365112305, -56.98183059692383]"
2019-11-11-11-03-29-263000,"[-0.14259576797485352, 1.1852645874023438, -0.031487464904785156]","[-9.633101463317871, -11.457188606262207, 4.474247455596924]","[0.23474335670471191, 0.8628572225570679, 0.309248685836792]","[23.917680740356445, -14.251679420471191, -18.216899871826172]","[-0.06713700294494629, 0.507742166519165, 0.4288499355316162]","[8.73120403289795, 6.150727272033691, -57.30974578857422]"
2019-11-11-11-03-29-764000,"[-0.12490725517272949, 1.1853045225143433, -0.033721208572387695]","[1.5297272205352783, -11.213333129882812, 0.963947594165802]","[0.23653173446655273, 0.8713669776916504, 0.3062319755554199]","[24.512479782104492, -14.477664947509766, -18.87200164794922]","[-0.06366991996765137, 0.5068649053573608, 0.42597246170043945]","[9.20166015625, 5.912762641906738, -58.39687728881836]"
2019-11-11-11-03-30-266000,"[-0.1285860538482666, 1.185265302658081, -0.032720088958740234]","[0.7742034792900085, -11.052570343017578, 1.7424031496047974]","[0.2505979537963867, 0.8494048118591309, 0.3139917850494385]","[27.087141036987305, -10.38768196105957, -20.849334716796875]","[-0.06173276901245117, 0.5051617622375488, 0.4241621494293213]","[9.06882095336914, 6.139168739318848, -57.92250061035156]"
2019-11-11-11-03-30-766000,"[-0.13009071350097656, 1.1854243278503418, -0.03746843338012695]","[-0.4305799603462219, -11.623859405517578, 2.349250316619873]","[0.2520253658294678, 0.8516335487365723, 0.31265950202941895]","[27.36283302307129, -10.668054580688477, -21.165864944458008]","[-0.0611114501953125, 0.5054376125335693, 0.42338037490844727]","[9.1226806640625, 6.019186973571777, -58.195674896240234]"
2019-11-11-11-03-31-267000,"[-0.12955260276794434, 1.1850993633270264, -0.03829336166381836]","[0.3824416697025299, -11.601054191589355, 2.0253384113311768]","[0.24921560287475586, 0.8560419082641602, 0.3096344470977783]","[27.231340408325195, -11.401813507080078, -21.080617904663086]","[-0.06243085861206055, 0.505569577217102, 0.42371129989624023]","[9.114553451538086, 6.149779319763184, -57.981300354003906]"
2019-11-11-11-03-31-767000,"[-0.1302025318145752, 1.1849510669708252, -0.03969693183898926]","[0.008192811161279678, -11.689777374267578, 2.2853944301605225]","[0.24762821197509766, 0.8581329584121704, 0.31013989448547363]","[27.09256935119629, -11.63984489440918, -20.858652114868164]","[-0.06269979476928711, 0.5070741176605225, 0.42500782012939453]","[9.60582160949707, 5.931809425354004, -58.660789489746094]"
2019-11-11-11-03-32-268000,"[-0.1282970905303955, 1.1844737529754639, -0.03787851333618164]","[0.583195149898529, -11.303231239318848, 1.8113709688186646]","[0.24472475051879883, 0.8602293729782104, 0.30966973304748535]","[26.38027572631836, -12.568306922912598, -20.317655563354492]","[-0.06457710266113281, 0.5079822540283203, 0.4260256290435791]","[9.773660659790039, 5.827160835266113, -58.81709671020508]"
2019-11-11-11-03-32-671000,"[-0.12513351440429688, 1.1837410926818848, -0.03564643859863281]","[1.6153974533081055, -10.691961288452148, 1.330238699913025]","[0.25229358673095703, 0.8484102487564087, 0.3144385814666748]","[27.45323371887207, -9.974030494689941, -20.283851623535156]","[-0.06597018241882324, 0.5077871084213257, 0.4264869689941406]","[9.36970043182373, 6.049057483673096, -58.13856506347656]"
2019-11-11-11-03-32-769000,"[-0.12652134895324707, 1.1838726997375488, -0.03547406196594238]","[0.7765541076660156, -10.736352920532227, 1.5359607934951782]","[0.2504570484161377, 0.850124716758728, 0.3153378963470459]","[27.137680053710938, -10.406550407409668, -19.906421661376953]","[-0.06387805938720703, 0.507888674736023, 0.42593836784362793]","[9.862800598144531, 5.825590133666992, -58.84730911254883]"
2019-11-11-11-03-33-269000,"[-0.12930703163146973, 1.1839821338653564, -0.038681745529174805]","[0.294598251581192, -11.060080528259277, 2.1462316513061523]","[0.24759268760681152, 0.8500216007232666, 0.3138909339904785]","[27.30201530456543, -10.825886726379395, -19.842479705810547]","[-0.0642249584197998, 0.5077205896377563, 0.4253578186035156]","[9.690001487731934, 5.8515496253967285, -58.70257568359375]"
2019-11-11-11-03-33-769000,"[-0.12771201133728027, 1.1833150386810303, -0.037686824798583984]","[0.5880320072174072, -10.831779479980469, 1.9278347492218018]","[0.25328493118286133, 0.8487776517868042, 0.31405162811279297]","[28.285236358642578, -9.937771797180176, -21.222900390625]","[-0.06566381454467773, 0.507911205291748, 0.42662787437438965]","[9.482244491577148, 5.994513511657715, -58.265907287597656]"
2019-11-11-11-03-34-270000,"[-0.14889740943908691, 1.183836817741394, -0.04185676574707031]","[-12.171760559082031, -11.52414321899414, 5.197263240814209]","[0.2604057788848877, 0.8446149826049805, 0.3101925849914551]","[29.629262924194336, -9.466598510742188, -21.90109634399414]","[-0.06533503532409668, 0.5080388784408569, 0.4258873462677002]","[9.677518844604492, 5.843198299407959, -58.62744903564453]"
2019-11-11-11-03-34-771000,"[-0.16193532943725586, 1.1827173233032227, -0.04343605041503906]","[-16.18121910095215, -11.33410358428955, 6.872578144073486]","[0.2580883502960205, 0.842978835105896, 0.3142428398132324]","[29.186864852905273, -8.939631462097168, -21.409534454345703]","[-0.06545829772949219, 0.5081586837768555, 0.42708659172058105]","[9.731319427490234, 5.946640968322754, -58.646568298339844]"
2019-11-11-11-03-35-272000,"[-0.11588287353515625, 1.183203101158142, -0.03200268745422363]","[9.098536491394043, -9.799407958984375, -0.4473118484020233]","[0.2591979503631592, 0.8463451862335205, 0.3133714199066162]","[29.42198944091797, -9.702488899230957, -21.528072357177734]","[-0.06566691398620605, 0.507827877998352, 0.42664575576782227]","[9.566913604736328, 6.028489112854004, -58.33115005493164]"
2019-11-11-11-03-35-419000,"[-0.10728931427001953, 1.1817471981048584, -0.03145766258239746]","[13.339622497558594, -8.736586570739746, -1.9409023523330688]","[0.2606663703918457, 0.8441346883773804, 0.3139677047729492]","[29.699033737182617, -9.505528450012207, -21.268455505371094]","[-0.06494951248168945, 0.5076133012771606, 0.4264719486236572]","[9.629599571228027, 6.008782386779785, -58.38554000854492]"
2019-11-11-11-03-35-772000,"[-0.10319352149963379, 1.181028962135315, -0.033396244049072266]","[14.925305366516113, -8.32714557647705, -2.7515008449554443]","[0.261629581451416, 0.8406577110290527, 0.3140413761138916]","[30.222614288330078, -8.571320533752441, -21.495386123657227]","[-0.06466126441955566, 0.5083069801330566, 0.42687487602233887]","[9.919368743896484, 5.8372416496276855, -58.83994674682617]"
2019-11-11-11-03-36-017000,"[-0.10530805587768555, 1.1813336610794067, -0.03402352333068848]","[13.739605903625488, -8.655057907104492, -2.2213711738586426]","[0.2610807418823242, 0.8393697738647461, 0.3116896152496338]","[30.536998748779297, -8.217573165893555, -21.737796783447266]","[-0.06673216819763184, 0.5078374147415161, 0.427091121673584]","[9.530946731567383, 6.046840667724609, -58.395843505859375]"
2019-11-11-11-03-36-273000,"[-0.10973143577575684, 1.1819021701812744, -0.034085988998413086]","[11.76519775390625, -9.083636283874512, -1.627719759941101]","[0.2588191032409668, 0.8378329277038574, 0.31212425231933594]","[30.070802688598633, -7.389481067657471, -22.26445770263672]","[-0.06501007080078125, 0.5077236890792847, 0.4260690212249756]","[9.757403373718262, 5.964349269866943, -58.78459930419922]"
2019-11-11-11-03-36-537000,"[-0.11121559143066406, 1.1817655563354492, -0.03441905975341797]","[11.058819770812988, -9.032876968383789, -1.2102487087249756]","[0.259857177734375, 0.8391194343566895, 0.3126664161682129]","[30.13576316833496, -7.007995128631592, -22.76719093322754]","[-0.06552457809448242, 0.5082461833953857, 0.42667531967163086]","[9.617631912231445, 5.973066806793213, -58.29302215576172]"
2019-11-11-11-03-36-773000,"[-0.1122889518737793, 1.1813209056854248, -0.034023284912109375]","[10.741739273071289, -8.898215293884277, -0.9815245866775513]","[0.25821661949157715, 0.8376593589782715, 0.3141345977783203]","[29.975099563598633, -6.748029708862305, -22.550403594970703]","[-0.06674003601074219, 0.5081620216369629, 0.42772555351257324]","[9.468427658081055, 6.081515789031982, -58.126182556152344]"
2019-11-11-11-03-37-276000,"[-0.11642956733703613, 1.1816158294677734, -0.0318756103515625]","[7.053797721862793, -8.828286170959473, 0.20859859883785248]","[0.21413564682006836, 0.8404113054275513, 0.32177305221557617]","[21.328845977783203, -7.478280544281006, -21.497726440429688]","[-0.0614771842956543, 0.5075293779373169, 0.42539501190185547]","[10.517030715942383, 6.411287307739258, -58.59010696411133]"
2019-11-11-11-03-37-583000,"[-0.11465263366699219, 1.180525541305542, -0.03320813179016113]","[7.23893928527832, -8.254895210266113, -0.04659554734826088]","[0.14759540557861328, 0.8500423431396484, 0.32274389266967773]","[10.157289505004883, -10.682358741760254, -16.077486038208008]","[-0.06025838851928711, 0.5076454877853394, 0.4240601062774658]","[11.199258804321289, 6.29660701751709, -59.416324615478516]"
2019-11-11-11-03-37-778000,"[-0.11403894424438477, 1.1803185939788818, -0.033854007720947266]","[7.412816524505615, -8.316469192504883, -0.2396671026945114]","[0.14687800407409668, 0.8497093915939331, 0.32267189025878906]","[10.686508178710938, -10.931682586669922, -14.892255783081055]","[-0.05944323539733887, 0.5086448192596436, 0.4251246452331543]","[12.0294828414917, 6.2232184410095215, -59.56446838378906]"
2019-11-11-11-03-38-278000,"[-0.11306428909301758, 1.1796677112579346, -0.03359031677246094]","[7.7157368659973145, -7.681815147399902, -0.27790650725364685]","[0.15099310874938965, 0.8472832441329956, 0.32274794578552246]","[10.92857837677002, -9.594112396240234, -16.97039794921875]","[-0.05715060234069824, 0.5072593688964844, 0.4216499328613281]","[11.280353546142578, 5.485569000244141, -60.38163375854492]"
2019-11-11-11-03-38-778000,"[-0.11504030227661133, 1.1789863109588623, -0.034003496170043945]","[7.418453693389893, -7.4945197105407715, -0.031422052532434464]","[0.1451406478881836, 0.8368498086929321, 0.3264162540435791]","[9.500923156738281, -5.4672722816467285, -18.011445999145508]","[-0.06303691864013672, 0.5096195936203003, 0.42549562454223633]","[10.443198204040527, 5.531438827514648, -59.79762649536133]"
2019-11-11-11-03-39-279000,"[-0.11347246170043945, 1.1781522035598755, -0.033624887466430664]","[7.869834899902344, -7.084515571594238, -0.36348140239715576]","[0.1465749740600586, 0.8571790456771851, 0.3172140121459961]","[10.158623695373535, -11.3860445022583, -17.942399978637695]","[-0.06271028518676758, 0.5076562166213989, 0.4238114356994629]","[10.265664100646973, 5.719668388366699, -59.748680114746094]"
2019-11-11-11-03-39-779000,"[-0.11263227462768555, 1.1777726411819458, -0.03153038024902344]","[7.986825466156006, -6.627866268157959, -0.3170943856239319]","[0.14886116981506348, 0.8621416091918945, 0.31844305992126465]","[10.452910423278809, -12.846930503845215, -17.222814559936523]","[-0.06185579299926758, 0.5068222284317017, 0.4241187572479248]","[10.370856285095215, 5.853743076324463, -60.290565490722656]"
2019-11-11-11-03-39-864000,"[-0.1125481128692627, 1.1776398420333862, -0.031458377838134766]","[8.04296875, -6.531318187713623, -0.29000309109687805]","[0.14771795272827148, 0.8597408533096313, 0.3196883201599121]","[10.227368354797363, -12.365141868591309, -16.769290924072266]","[-0.06006002426147461, 0.5071836709976196, 0.42302918434143066]","[10.657413482666016, 5.596837043762207, -60.682029724121094]"
2019-11-11-11-03-40-266000,"[-0.11405158042907715, 1.1782598495483398, -0.0337674617767334]","[7.9202351570129395, -6.79467248916626, -0.12523406744003296]","[0.14733576774597168, 0.8559118509292603, 0.319948673248291]","[10.490094184875488, -11.345953941345215, -16.875526428222656]","[-0.06248879432678223, 0.5082474946975708, 0.4244575500488281]","[10.395248413085938, 5.698880672454834, -60.489112854003906]"
2019-11-11-11-03-40-280000,"[-0.11416482925415039, 1.1783037185668945, -0.03393840789794922]","[7.930965900421143, -6.809625148773193, -0.12321942299604416]","[0.14731931686401367, 0.8563721179962158, 0.3196284770965576]","[10.585348129272461, -11.363957405090332, -16.949373245239258]","[-0.06244826316833496, 0.5083268880844116, 0.4244546890258789]","[10.425763130187988, 5.678493976593018, -60.54796600341797]"
2019-11-11-11-03-40-782000,"[-0.11299657821655273, 1.1784169673919678, -0.03653383255004883]","[7.9987053871154785, -7.1774067878723145, -0.1385878473520279]","[0.15191435813903809, 0.8548048734664917, 0.31632184982299805]","[11.114445686340332, -10.242460250854492, -17.78021812438965]","[-0.06475257873535156, 0.5095053911209106, 0.4264411926269531]","[10.417120933532715, 5.672056674957275, -60.57651138305664]"
2019-11-11-11-03-40-787000,"[-0.11294794082641602, 1.1783998012542725, -0.03655672073364258]","[7.997270584106445, -7.192898273468018, -0.1275341510772705]","[0.15233993530273438, 0.8546422719955444, 0.3167712688446045]","[11.143385887145996, -10.163195610046387, -17.86598777770996]","[-0.06479978561401367, 0.5095639228820801, 0.4264993667602539]","[10.423896789550781, 5.656299591064453, -60.59504318237305]"
2019-11-11-11-03-41-283000,"[-0.11410045623779297, 1.1774922609329224, -0.03554368019104004]","[7.746882438659668, -6.797602653503418, 0.14565421640872955]","[0.15182137489318848, 0.8509349822998047, 0.3178126811981201]","[11.147008895874023, -9.290671348571777, -17.641868591308594]","[-0.06308984756469727, 0.508500337600708, 0.4244685173034668]","[10.691959381103516, 5.6233649253845215, -60.516807556152344]"
2019-11-11-11-03-41-763000,"[-0.11258459091186523, 1.1774717569351196, -0.034723758697509766]","[7.7972540855407715, -6.7175092697143555, -0.14984945952892303]","[0.09656524658203125, 0.8465750217437744, 0.3165895938873291]","[-1.7050883769989014, -9.914545059204102, -10.06878662109375]","[-0.06422114372253418, 0.5088918209075928, 0.4255976676940918]","[10.742626190185547, 5.592493534088135, -60.9530143737793]"
2019-11-11-11-03-41-783000,"[-0.11254382133483887, 1.1774898767471313, -0.034507036209106445]","[7.796253681182861, -6.693489074707031, -0.1373663991689682]","[0.09653663635253906, 0.8466827869415283, 0.31659555435180664]","[-1.64888596534729, -9.91422176361084, -10.174602508544922]","[-0.05957627296447754, 0.5060200691223145, 0.42160797119140625]","[10.7635498046875, 5.566652774810791, -60.99161911010742]"
2019-11-11-11-03-42-284000,"[-0.11230659484863281, 1.1767834424972534, -0.03272366523742676]","[7.827150344848633, -6.086039066314697, -0.058291930705308914]","[0.09307146072387695, 0.8464152812957764, 0.31543946266174316]","[-2.4841084480285645, -10.424720764160156, -7.8709797859191895]","[-0.05878090858459473, 0.5055643320083618, 0.42131614685058594]","[10.847978591918945, 5.6378936767578125, -61.195438385009766]"
2019-11-11-11-03-42-785000,"[-0.11318278312683105, 1.1764864921569824, -0.03347945213317871]","[7.714122772216797, -5.98098087310791, 0.10665278136730194]","[0.09796977043151855, 0.8298430442810059, 0.3199126720428467]","[-1.8721486330032349, -3.9716880321502686, -10.307544708251953]","[-0.05993366241455078, 0.5060738325119019, 0.4218869209289551]","[11.014100074768066, 5.650575160980225, -61.115684509277344]"
2019-11-11-11-03-43-285000,"[-0.11635684967041016, 1.1779897212982178, -0.031464576721191406]","[6.756803035736084, -6.334211826324463, 0.5588041543960571]","[0.08550643920898438, 0.8582919836044312, 0.31109619140625]","[-5.44464635848999, -11.097476959228516, -6.900190353393555]","[-0.06034994125366211, 0.5064332485198975, 0.42160677909851074]","[11.139447212219238, 5.59445858001709, -61.25120544433594]"
2019-11-11-11-03-43-785000,"[-0.11864995956420898, 1.1790788173675537, -0.030271291732788086]","[5.8724751472473145, -6.693305969238281, 0.48279061913490295]","[0.0919792652130127, 0.8494532108306885, 0.3135197162628174]","[-2.8924593925476074, -8.875740051269531, -10.114885330200195]","[-0.05790233612060547, 0.5043386220932007, 0.41963791847229004]","[11.271940231323242, 5.8432769775390625, -61.34321594238281]"
2019-11-11-11-03-44-285000,"[-0.11931753158569336, 1.177484393119812, -0.029284954071044922]","[5.396264553070068, -5.885009765625, 0.9998953342437744]","[0.08993291854858398, 0.8476624488830566, 0.31686902046203613]","[-2.8096158504486084, -8.826637268066406, -10.072144508361816]","[-0.059705495834350586, 0.505776047706604, 0.4208345413208008]","[11.51768684387207, 5.85502815246582, -61.287322998046875]"
2019-11-11-11-03-44-410000,"[-0.11990690231323242, 1.1764907836914062, -0.02906203269958496]","[5.21757698059082, -5.368614673614502, 1.3137764930725098]","[0.09177803993225098, 0.8481310606002808, 0.31664609909057617]","[-2.490654230117798, -9.35056209564209, -9.981278419494629]","[-0.05878257751464844, 0.5056111812591553, 0.42093920707702637]","[11.434697151184082, 5.85413932800293, -61.111541748046875]"
2019-11-11-11-03-44-786000,"[-0.12134575843811035, 1.1763116121292114, -0.030013561248779297]","[4.955667972564697, -5.3864898681640625, 1.5947126150131226]","[0.09081768989562988, 0.8496979475021362, 0.31540846824645996]","[-2.7213244438171387, -10.195789337158203, -9.019556045532227]","[-0.06085705757141113, 0.5066320896148682, 0.42272210121154785]","[11.415231704711914, 5.839951515197754, -61.064697265625]"
2019-11-11-11-03-44-813000,"[-0.1215207576751709, 1.17648446559906, -0.030085086822509766]","[4.907324314117432, -5.431235313415527, 1.6045811176300049]","[0.09130263328552246, 0.8497352600097656, 0.31369805335998535]","[-2.5140669345855713, -10.287742614746094, -9.201839447021484]","[-0.0609893798828125, 0.5067572593688965, 0.42267775535583496]","[11.41897964477539, 5.835120677947998, -61.03351593017578]"
2019-11-11-11-03-45-080000,"[-0.12099337577819824, 1.1770464181900024, -0.03201770782470703]","[5.031784534454346, -5.719125747680664, 1.4897491931915283]","[0.09303617477416992, 0.8508567810058594, 0.3153719902038574]","[-2.5455684661865234, -10.095938682556152, -10.09408187866211]","[-0.057677268981933594, 0.505535364151001, 0.4197807312011719]","[11.37015438079834, 5.771989822387695, -61.06097412109375]"
2019-11-11-11-03-45-287000,"[-0.12145066261291504, 1.1770051717758179, -0.03227567672729492]","[5.040417194366455, -5.830513000488281, 1.5217952728271484]","[0.0920264720916748, 0.850817084312439, 0.31485700607299805]","[-2.1564626693725586, -10.952177047729492, -8.051412582397461]","[-0.06259036064147949, 0.5073423385620117, 0.4234349727630615]","[11.317830085754395, 5.808730602264404, -60.901241302490234]"
2019-11-11-11-03-45-449000,"[-0.12114834785461426, 1.1770048141479492, -0.032411813735961914]","[4.90106201171875, -5.849233150482178, 1.5396989583969116]","[0.09420108795166016, 0.8512651920318604, 0.31455111503601074]","[-2.01025390625, -10.570777893066406, -8.978286743164062]","[-0.061126708984375, 0.5070991516113281, 0.42260313034057617]","[11.331733703613281, 5.771266460418701, -61.041046142578125]"
2019-11-11-11-03-45-788000,"[-0.11967206001281738, 1.1763395071029663, -0.03148484230041504]","[5.251647472381592, -5.404442310333252, 1.4360647201538086]","[0.09942436218261719, 0.825820803642273, 0.32456231117248535]","[-1.3478447198867798, -6.137513637542725, -10.98646068572998]","[-0.059957027435302734, 0.506332516670227, 0.42234110832214355]","[11.351689338684082, 5.789325714111328, -61.07379913330078]"
2019-11-11-11-03-46-288000,"[-0.11745762825012207, 1.175000548362732, -0.028932571411132812]","[5.295234203338623, -4.513601303100586, 1.387998342514038]","[0.10555148124694824, 0.8220018148422241, 0.32895731925964355]","[0.34637290239334106, -8.550978660583496, -8.401280403137207]","[-0.06077289581298828, 0.506848931312561, 0.42259645462036133]","[11.2737398147583, 5.823761940002441, -60.94643783569336]"
2019-11-11-11-03-46-789000,"[-0.11695575714111328, 1.1753110885620117, -0.03298234939575195]","[5.549513339996338, -5.001492023468018, 1.468231201171875]","[0.10685920715332031, 0.834862232208252, 0.3247714042663574]","[0.04066956043243408, -9.546802520751953, -8.723567962646484]","[-0.0624384880065918, 0.5081263780593872, 0.4242076873779297]","[11.179679870605469, 5.769527435302734, -60.92957305908203]"
2019-11-11-11-03-47-290000,"[-0.11852359771728516, 1.1744492053985596, -0.033800363540649414]","[5.782129287719727, -4.7418532371521, 1.621724009513855]","[0.11394143104553223, 0.811514139175415, 0.32973361015319824]","[1.640059471130371, -4.164036750793457, -8.292224884033203]","[-0.06378006935119629, 0.5085436105728149, 0.42462778091430664]","[11.161898612976074, 5.740515232086182, -60.93221664428711]"
2019-11-11-11-03-47-516000,"[-0.11879873275756836, 1.174270510673523, -0.03252816200256348]","[5.573388576507568, -4.637173175811768, 1.7887142896652222]","[0.12864089012145996, 0.7886420488357544, 0.3372795581817627]","[4.593958377838135, -0.1207028478384018, -7.853758811950684]","[-0.06460309028625488, 0.5088868141174316, 0.4262993335723877]","[11.14328670501709, 5.771694183349609, -60.929439544677734]"
2019-11-11-11-03-47-791000,"[-0.11598610877990723, 1.1741573810577393, -0.03226637840270996]","[5.971560001373291, -4.375285625457764, 1.486121654510498]","[0.13169217109680176, 0.78902268409729, 0.3401303291320801]","[5.708739757537842, -0.5273761749267578, -6.067732334136963]","[-0.06388473510742188, 0.5086939334869385, 0.42523932456970215]","[11.1257963180542, 5.768120765686035, -60.90534210205078]"
2019-11-11-11-03-48-291000,"[-0.11644458770751953, 1.1741197109222412, -0.03331160545349121]","[5.96865177154541, -4.542263984680176, 1.5125253200531006]","[0.11433529853820801, 0.8301717042922974, 0.3241596221923828]","[2.519461154937744, -7.545537948608398, -10.074644088745117]","[-0.06241607666015625, 0.5076892375946045, 0.42400217056274414]","[11.065587043762207, 5.749448776245117, -60.88481521606445]"
2019-11-11-11-03-48-487000,"[-0.11711454391479492, 1.1740964651107788, -0.03347444534301758]","[5.96808385848999, -4.539086818695068, 1.6019234657287598]","[0.12608003616333008, 0.8401092290878296, 0.32544660568237305]","[5.830319881439209, -9.540594100952148, -10.410567283630371]","[-0.054428815841674805, 0.5028136968612671, 0.4172663688659668]","[11.043490409851074, 5.757266044616699, -60.932167053222656]"
2019-11-11-11-03-48-791000,"[-0.11587810516357422, 1.1736584901809692, -0.03226470947265625]","[6.134896278381348, -4.152617931365967, 1.543828010559082]","[0.12739181518554688, 0.8384922742843628, 0.32460927963256836]","[5.979571342468262, -9.275243759155273, -10.46652603149414]","[-0.054763078689575195, 0.5031024217605591, 0.4178767204284668]","[11.012906074523926, 5.774796962738037, -60.90039825439453]"
2019-11-11-11-03-48-957000,"[-0.11493492126464844, 1.1731910705566406, -0.03275346755981445]","[6.688356399536133, -4.030252933502197, 1.3280622959136963]","[0.12320923805236816, 0.8012557029724121, 0.33527278900146484]","[4.0807108879089355, -2.120880603790283, -9.926974296569824]","[-0.05610346794128418, 0.503394365310669, 0.41850709915161133]","[11.008927345275879, 5.763084888458252, -60.91180419921875]"
2019-11-11-11-03-49-292000,"[-0.11443758010864258, 1.1733094453811646, -0.03295612335205078]","[6.563774108886719, -4.087830543518066, 1.3072144985198975]","[0.13292670249938965, 0.7850744724273682, 0.3390941619873047]","[5.971471786499023, -0.627364993095398, -8.483710289001465]","[-0.05665397644042969, 0.5040568113327026, 0.4191737174987793]","[10.978633880615234, 5.746337413787842, -60.913761138916016]"
2019-11-11-11-03-49-761000,"[-0.11572384834289551, 1.1741890907287598, -0.03579902648925781]","[6.380212306976318, -4.682648181915283, 1.421068549156189]","[0.1314373016357422, 0.786536693572998, 0.3400392532348633]","[5.363643169403076, 0.02185077778995037, -9.127610206604004]","[-0.060614824295043945, 0.5067299604415894, 0.4225127696990967]","[10.902292251586914, 5.71159553527832, -60.87805938720703]"
2019-11-11-11-03-49-792000,"[-0.11561131477355957, 1.1741468906402588, -0.035744667053222656]","[6.405475616455078, -4.687047004699707, 1.4183841943740845]","[0.13202261924743652, 0.7862991094589233, 0.339855432510376]","[5.4918904304504395, -0.07511471956968307, -9.122613906860352]","[-0.060724735260009766, 0.5068035125732422, 0.4226260185241699]","[10.907122611999512, 5.721899032592773, -60.865299224853516]"
2019-11-11-11-03-50-108000,"[-0.11591839790344238, 1.1738135814666748, -0.03539443016052246]","[6.4740400314331055, -4.461071014404297, 1.4941091537475586]","[0.13090872764587402, 0.7859963178634644, 0.3397941589355469]","[5.505643844604492, -0.005491120740771294, -8.853950500488281]","[-0.06346654891967773, 0.508489727973938, 0.4250204563140869]","[10.860749244689941, 5.728216648101807, -60.785011291503906]"
