TIMESTAMP,HEAD_POS_GLB,HEAD_EULER_GLB,CONTROLLER_1_POS_GLB,CONTROLLER_1_EULER_GLB,CONTROLLER_2_POS_GLB,CONTROLLER_2_EULER_GLB
2019-11-11-15-02-18-425000,"[-0.05406928062438965, 1.1432510614395142, 0.3125593662261963]","[7.713319778442383, -39.048091888427734, -1.5613652467727661]","[-0.12866926193237305, 0.40570807456970215, 0.6223733425140381]","[-12.034131050109863, 15.8225736618042, 22.2371826171875]","[-0.060938358306884766, 0.3445485830307007, 0.6145279407501221]","[19.25023651123047, 37.403682708740234, -23.942352294921875]"
2019-11-11-15-02-18-926000,"[-0.05729413032531738, 1.1443190574645996, 0.31327080726623535]","[7.376114368438721, -39.2437629699707, -0.6916196346282959]","[-0.12898993492126465, 0.40571725368499756, 0.6238114833831787]","[-11.491153717041016, 15.251461029052734, 24.865686416625977]","[-0.05446219444274902, 0.34369051456451416, 0.6137583255767822]","[19.817092895507812, 35.94688415527344, -22.945789337158203]"
2019-11-11-15-02-19-426000,"[-0.05520772933959961, 1.1448839902877808, 0.3113219738006592]","[7.772286415100098, -39.3247184753418, -1.1971622705459595]","[-0.12861299514770508, 0.4065248966217041, 0.6229956150054932]","[-11.487799644470215, 15.212434768676758, 24.108919143676758]","[-0.03522443771362305, 0.32964324951171875, 0.5963811874389648]","[19.471939086914062, 36.37567901611328, -23.452003479003906]"
2019-11-11-15-02-19-927000,"[-0.05345320701599121, 1.1446685791015625, 0.3090665340423584]","[8.236501693725586, -39.57383346557617, -1.785037875175476]","[-0.12907814979553223, 0.4057786464691162, 0.6227588653564453]","[-11.638962745666504, 15.098932266235352, 24.004318237304688]","[-0.04154348373413086, 0.3327922821044922, 0.599928617477417]","[19.626510620117188, 36.13623809814453, -22.953168869018555]"
2019-11-11-15-02-20-428000,"[-0.05661511421203613, 1.1441134214401245, 0.3141181468963623]","[7.932950496673584, -39.14308547973633, -0.9983193874359131]","[-0.12773799896240234, 0.4025554656982422, 0.6216106414794922]","[-11.839702606201172, 15.922098159790039, 23.513036727905273]","[-0.03611898422241211, 0.32829225063323975, 0.596320629119873]","[19.897188186645508, 37.04857635498047, -22.8944034576416]"
2019-11-11-15-02-20-929000,"[-0.05675649642944336, 1.145046591758728, 0.31053924560546875]","[7.495179176330566, -39.64635467529297, -0.7491682767868042]","[-0.13042736053466797, 0.40410029888153076, 0.6230483055114746]","[-11.792681694030762, 15.459918975830078, 25.432926177978516]","[-0.037301063537597656, 0.33079588413238525, 0.5984189510345459]","[19.851903915405273, 35.8805046081543, -22.462831497192383]"
2019-11-11-15-02-21-429000,"[-0.046800851821899414, 1.1453109979629517, 0.3059542179107666]","[12.131977081298828, -39.504859924316406, -5.5675530433654785]","[-0.13006973266601562, 0.40423524379730225, 0.6222395896911621]","[-11.775711059570312, 15.521157264709473, 25.17572593688965]","[-0.030843734741210938, 0.32614171504974365, 0.5925188064575195]","[19.780479431152344, 36.17808151245117, -22.692392349243164]"
2019-11-11-15-02-21-930000,"[-0.042165279388427734, 1.1455817222595215, 0.30280113220214844]","[12.61775016784668, -39.93046569824219, -6.648096561431885]","[-0.12920761108398438, 0.4028763771057129, 0.6220493316650391]","[-11.934943199157715, 15.83895206451416, 24.94576644897461]","[-0.03299570083618164, 0.3268853425979614, 0.5936250686645508]","[20.028844833374023, 36.44868850708008, -22.518081665039062]"
2019-11-11-15-02-22-431000,"[-0.04315519332885742, 1.1456739902496338, 0.30159735679626465]","[12.045101165771484, -40.01321792602539, -5.84419584274292]","[-0.1311032772064209, 0.402504563331604, 0.6216294765472412]","[-12.102567672729492, 15.894009590148926, 25.63243293762207]","[-0.04219317436218262, 0.3322014808654785, 0.6005487442016602]","[20.158105850219727, 36.02500915527344, -21.9975528717041]"
2019-11-11-15-02-22-931000,"[-0.046625375747680664, 1.1447606086730957, 0.3061511516571045]","[11.224854469299316, -39.51261901855469, -4.972480297088623]","[-0.12882447242736816, 0.4030834436416626, 0.6216180324554443]","[-12.065717697143555, 16.11650848388672, 23.340599060058594]","[-0.03455400466918945, 0.3252127170562744, 0.5925314426422119]","[19.866092681884766, 37.458961486816406, -23.168441772460938]"
2019-11-11-15-02-23-432000,"[-0.04664278030395508, 1.1446548700332642, 0.30469465255737305]","[10.8295259475708, -39.55443572998047, -4.617461681365967]","[-0.13118886947631836, 0.4031480550765991, 0.6216294765472412]","[-12.517215728759766, 16.32634925842285, 24.541475296020508]","[-0.03163290023803711, 0.3248823881149292, 0.5920255184173584]","[20.038127899169922, 36.842159271240234, -22.910673141479492]"
2019-11-11-15-02-23-933000,"[-0.04356884956359863, 1.1456373929977417, 0.3007786273956299]","[11.46555233001709, -40.000770568847656, -5.202366828918457]","[-0.13098764419555664, 0.4062570333480835, 0.6218986511230469]","[-12.650938987731934, 15.870133399963379, 24.060138702392578]","[-0.04650735855102539, 0.3362079858779907, 0.6029043197631836]","[19.601852416992188, 36.79511642456055, -23.609533309936523]"
2019-11-11-15-02-24-144000,"[-0.043329715728759766, 1.1454819440841675, 0.29974937438964844]","[11.388275146484375, -40.01893997192383, -5.1156392097473145]","[-0.13153624534606934, 0.40624988079071045, 0.6215791702270508]","[-12.677139282226562, 15.752089500427246, 24.550832748413086]","[-0.05263113975524902, 0.3410457372665405, 0.6080427169799805]","[19.520095825195312, 36.593101501464844, -23.607404708862305]"
2019-11-11-15-02-24-144000,"[-0.043329715728759766, 1.1454819440841675, 0.29974937438964844]","[11.388275146484375, -40.01893997192383, -5.1156392097473145]","[-0.13153624534606934, 0.40624988079071045, 0.6215791702270508]","[-12.677139282226562, 15.752089500427246, 24.550832748413086]","[-0.05263113975524902, 0.3410457372665405, 0.6080427169799805]","[19.520095825195312, 36.593101501464844, -23.607404708862305]"
2019-11-11-15-02-24-433000,"[-0.04401135444641113, 1.1450120210647583, 0.29955244064331055]","[11.203099250793457, -39.918766021728516, -5.118097305297852]","[-0.13054704666137695, 0.40637314319610596, 0.6209986209869385]","[-12.640377044677734, 15.767916679382324, 23.295873641967773]","[-0.06386852264404297, 0.3469350337982178, 0.6146647930145264]","[19.54059600830078, 37.09165954589844, -23.817697525024414]"
2019-11-11-15-02-24-933000,"[-0.045195817947387695, 1.1440917253494263, 0.3039546012878418]","[10.842037200927734, -39.44124984741211, -4.663775444030762]","[-0.12889909744262695, 0.40517258644104004, 0.6213970184326172]","[-12.12819766998291, 15.918678283691406, 23.156822204589844]","[-0.06013607978820801, 0.34334731101989746, 0.6125345230102539]","[19.93452262878418, 37.37666702270508, -23.53145408630371]"
2019-11-11-15-02-25-434000,"[-0.04634666442871094, 1.1434381008148193, 0.3054013252258301]","[10.137975692749023, -38.697113037109375, -4.124790668487549]","[-0.12888264656066895, 0.4037081003189087, 0.6219093799591064]","[-11.558627128601074, 15.585434913635254, 24.378095626831055]","[-0.05335497856140137, 0.34041380882263184, 0.6092829704284668]","[20.50018310546875, 36.34783172607422, -22.31960678100586]"
2019-11-11-15-02-25-934000,"[-0.0889437198638916, 1.1626336574554443, 0.4280257225036621]","[1.4133387804031372, -33.50416564941406, 5.570659160614014]","[-0.0799403190612793, 0.57267165184021, 0.7476613521575928]","[9.593920707702637, -20.450225830078125, 12.19675064086914]","[0.0006690025329589844, 0.45796990394592285, 0.7620863914489746]","[7.672006607055664, 11.169050216674805, -12.644182205200195]"
2019-11-11-15-02-26-435000,"[-0.13437843322753906, 1.3905274868011475, 0.5684945583343506]","[-10.063545227050781, -27.04547882080078, 11.47037124633789]","[-0.19152283668518066, 0.6609101295471191, 0.7549183368682861]","[-2.5412168502807617, -6.5289530754089355, 0.2912522852420807]","[0.10925054550170898, 0.5504323244094849, 0.7946469783782959]","[12.605443000793457, 22.098005294799805, 6.767849922180176]"
2019-11-11-15-02-26-936000,"[-0.15525031089782715, 1.6176366806030273, 0.517805814743042]","[-6.965531349182129, -9.181640625, 10.949745178222656]","[-0.38295793533325195, 0.8477948904037476, 0.5707201957702637]","[-25.148656845092773, 0.4173824191093445, -11.174488067626953]","[0.1809830665588379, 0.7072110176086426, 0.5651991367340088]","[11.757135391235352, 42.11543273925781, 24.197147369384766]"
2019-11-11-15-02-27-436000,"[-0.29848289489746094, 1.6007087230682373, 0.48801612854003906]","[-7.612280368804932, -3.9224181175231934, 21.629899978637695]","[-0.5273234844207764, 0.7367763519287109, 0.5001873970031738]","[-38.14849090576172, 14.915130615234375, -8.22855281829834]","[0.1497185230255127, 0.753532886505127, 0.552379846572876]","[15.302419662475586, 39.53041458129883, 28.001909255981445]"
2019-11-11-15-02-27-937000,"[-0.43445658683776855, 1.5653722286224365, 0.5154826641082764]","[-4.052729606628418, -8.0462646484375, 45.88697052001953]","[-0.5488698482513428, 0.608191967010498, 0.4381837844848633]","[-52.789730072021484, 46.80307388305664, 5.9135966300964355]","[-0.021322250366210938, 0.7425941228866577, 0.5169527530670166]","[-28.957937240600586, 63.0643310546875, 49.98130416870117]"
2019-11-11-15-02-28-438000,"[-0.464113712310791, 1.5337412357330322, 0.5590953826904297]","[-6.133254051208496, 3.4960272312164307, 47.44501495361328]","[-0.5311203002929688, 0.5919286012649536, 0.4628174304962158]","[-47.96083068847656, 53.30406188964844, 12.22573471069336]","[-0.0543820858001709, 0.7514292001724243, 0.5617265701293945]","[-32.443172454833984, 60.19998550415039, 37.23059844970703]"
2019-11-11-15-02-28-939000,"[-0.42437243461608887, 1.4156858921051025, 0.555487871170044]","[-28.630603790283203, 57.09832763671875, 30.715112686157227]","[-0.5457227230072021, 0.6310336589813232, 0.36626744270324707]","[-56.78165817260742, 49.217620849609375, -0.8455124497413635]","[-0.07341694831848145, 0.731022834777832, 0.5883879661560059]","[-52.650917053222656, 58.10551452636719, 20.188262939453125]"
2019-11-11-15-02-29-440000,"[-0.3516979217529297, 1.4263057708740234, 0.551807165145874]","[-42.703182220458984, 57.33295440673828, 17.395709991455078]","[-0.4532487392425537, 0.6753436326980591, 0.31513047218322754]","[-65.6155776977539, 37.57859420776367, -4.15938663482666]","[0.04347348213195801, 0.6944222450256348, 0.6151113510131836]","[-51.045753479003906, 68.48359680175781, 17.220455169677734]"
2019-11-11-15-02-29-940000,"[-0.4458456039428711, 1.4911991357803345, 0.6034016609191895]","[-32.56826400756836, 38.38905334472656, 13.197113990783691]","[-0.645820140838623, 0.6689879894256592, 0.56170654296875]","[-53.989280700683594, 40.70351028442383, 4.154668807983398]","[-0.005297183990478516, 0.678510308265686, 0.6045787334442139]","[-1.3015586137771606, 59.250980377197266, 28.797630310058594]"
2019-11-11-15-02-30-441000,"[-0.5253210067749023, 1.5860658884048462, 0.6226334571838379]","[-7.234236240386963, 4.623314380645752, 15.682564735412598]","[-0.671316385269165, 0.6975722312927246, 0.6914098262786865]","[-3.0737855434417725, 35.40789031982422, 14.526081085205078]","[-0.19307684898376465, 0.6748905181884766, 0.6292819976806641]","[2.2183053493499756, 54.924720764160156, 23.966758728027344]"
2019-11-11-15-02-30-941000,"[-0.61728835105896, 1.597067952156067, 0.6029911041259766]","[1.7119401693344116, -7.672316551208496, 26.7960205078125]","[-0.7236928939819336, 0.6191806793212891, 0.6518054008483887]","[-14.159246444702148, 49.960201263427734, 9.46513843536377]","[-0.2565431594848633, 0.7010197639465332, 0.5913891792297363]","[-5.3284592628479, 53.83241271972656, 35.855438232421875]"
2019-11-11-15-02-31-442000,"[-0.6177489757537842, 1.5935850143432617, 0.5943200588226318]","[8.882307052612305, -8.542342185974121, 27.379667282104492]","[-0.7072720527648926, 0.6151574850082397, 0.6853516101837158]","[-7.187363147735596, 49.427757263183594, 10.752538681030273]","[-0.24783563613891602, 0.7037450075149536, 0.5786254405975342]","[-0.010552125051617622, 53.65635681152344, 36.983299255371094]"
2019-11-11-15-02-31-942000,"[-0.4373459815979004, 1.509965181350708, 0.5835757255554199]","[45.01588821411133, 33.54698944091797, 1.2438757419586182]","[-0.7281346321105957, 0.6401172876358032, 0.6977624893188477]","[5.740985870361328, 52.09064483642578, 4.316344738006592]","[-0.21944689750671387, 0.6682405471801758, 0.5538649559020996]","[22.653738021850586, 50.05973434448242, 19.23580551147461]"
2019-11-11-15-02-32-442000,"[-0.3121163845062256, 1.448563814163208, 0.48242974281311035]","[88.19249725341797, 51.54058074951172, -0.8013836741447449]","[-0.6660885810852051, 0.7065296173095703, 0.7776614427566528]","[74.22447204589844, 63.676517486572266, -10.334765434265137]","[-0.25174593925476074, 0.6102191209793091, 0.32805871963500977]","[85.35054779052734, 46.23393249511719, 19.921289443969727]"
2019-11-11-15-02-32-943000,"[-0.2600371837615967, 1.4533581733703613, 0.4359250068664551]","[99.94412994384766, 49.46535873413086, -5.689221382141113]","[-0.47037768363952637, 0.7406543493270874, 0.818973183631897]","[87.93074798583984, 52.38311004638672, -4.934320449829102]","[-0.3092615604400635, 0.5885124206542969, 0.33408570289611816]","[87.17229461669922, 53.79357147216797, 12.484919548034668]"
2019-11-11-15-02-33-443000,"[-0.12918567657470703, 1.5369741916656494, 0.4441554546356201]","[87.51776123046875, 22.753679275512695, -6.4066853523254395]","[-0.45173215866088867, 0.6823750734329224, 0.7431035041809082]","[66.79418182373047, 68.51850891113281, 3.166705369949341]","[-0.035231828689575195, 0.6307295560836792, 0.3046247959136963]","[77.3099365234375, 47.3059196472168, 17.746044158935547]"
2019-11-11-15-02-33-944000,"[-0.024640798568725586, 1.599259614944458, 0.47733044624328613]","[74.03945922851562, 3.4645535945892334, -1.4018515348434448]","[-0.27288126945495605, 0.6784324645996094, 0.7186918258666992]","[62.516624450683594, 60.361141204833984, 3.3514583110809326]","[0.10777688026428223, 0.6579445600509644, 0.40548205375671387]","[40.95859909057617, 46.314029693603516, 18.549636840820312]"
2019-11-11-15-02-34-445000,"[-0.057402610778808594, 1.6036674976348877, 0.5845890045166016]","[43.49293518066406, 1.1359039545059204, -5.713134765625]","[-0.28719067573547363, 0.6997530460357666, 0.8238139152526855]","[41.171051025390625, 49.92661666870117, -1.617766261100769]","[0.1550891399383545, 0.6548458337783813, 0.47641706466674805]","[56.50586700439453, 47.329105377197266, 15.053868293762207]"
2019-11-11-15-02-34-945000,"[0.05526137351989746, 1.5887418985366821, 0.6068007946014404]","[32.818885803222656, 4.480494976043701, -8.384147644042969]","[-0.3652329444885254, 0.6571308374404907, 0.6086986064910889]","[11.435929298400879, 68.03133392333984, -12.48668098449707]","[0.3001747131347656, 0.6715798377990723, 0.6742138862609863]","[37.0222053527832, 39.38378143310547, 8.990530014038086]"
2019-11-11-15-02-35-446000,"[0.34888577461242676, 1.5771616697311401, 0.6516642570495605]","[26.22795295715332, 1.95913565158844, -11.510488510131836]","[-0.007842063903808594, 0.8516815900802612, 0.7730995416641235]","[11.908220291137695, 21.718730926513672, 41.22661590576172]","[0.483112096786499, 0.8268945217132568, 0.7484877109527588]","[-3.3885958194732666, 21.819232940673828, -55.40066909790039]"
2019-11-11-15-02-35-946000,"[0.4529409408569336, 1.5896512269973755, 0.7145767211914062]","[12.429743766784668, -2.404904365539551, -16.021194458007812]","[0.07821941375732422, 0.9895980358123779, 0.6766328811645508]","[7.990143299102783, 17.20221519470215, 48.801795959472656]","[0.4899609088897705, 0.947415828704834, 0.7365603446960449]","[-15.353128433227539, 22.331787109375, -57.67608642578125]"
2019-11-11-15-02-36-447000,"[0.31267285346984863, 1.6137919425964355, 0.6855983734130859]","[-52.26923751831055, -10.07925796508789, 0.7558686137199402]","[0.011833667755126953, 0.9024780988693237, 0.6314537525177002]","[-16.146835327148438, 19.629812240600586, -0.8763694763183594]","[0.456010103225708, 0.9547238349914551, 0.7909663915634155]","[-35.42343521118164, 19.43925666809082, -47.813777923583984]"
2019-11-11-15-02-36-833000,"[0.25830602645874023, 1.5878939628601074, 0.6026694774627686]","[-97.18951416015625, 1.2643672227859497, 6.071564674377441]","[0.07830929756164551, 0.9416055679321289, 0.46677374839782715]","[-49.7730712890625, 7.847321510314941, 18.098020553588867]","[0.4383120536804199, 0.8869390487670898, 0.8366595506668091]","[-53.9505500793457, 15.017179489135742, 6.021037578582764]"
2019-11-11-15-02-36-948000,"[0.2579531669616699, 1.575905680656433, 0.5801565647125244]","[-107.32109069824219, 5.769824028015137, 5.576569080352783]","[0.039414405822753906, 0.9108126163482666, 0.47482848167419434]","[-49.18711853027344, 4.523796558380127, 2.790510654449463]","[0.3952202796936035, 0.8480173349380493, 0.8822786808013916]","[-51.25297164916992, 15.802699089050293, -3.179581880569458]"
2019-11-11-15-02-37-448000,"[0.283247709274292, 1.549957513809204, 0.5057656764984131]","[-142.96875, 14.78865909576416, 2.7877109050750732]","[0.05556225776672363, 0.8539813756942749, 0.37277722358703613]","[-85.33570861816406, 8.173138618469238, 11.315741539001465]","[0.205458402633667, 0.7758424282073975, 0.8893314599990845]","[-74.22821807861328, 32.235565185546875, -32.68477249145508]"
2019-11-11-15-02-37-948000,"[0.2846865653991699, 1.5964620113372803, 0.5078766345977783]","[-140.71763610839844, -6.103036403656006, 11.279541969299316]","[0.21621322631835938, 0.6911766529083252, 0.2934105396270752]","[-107.12605285644531, 39.26462173461914, 0.8017532825469971]","[0.227095365524292, 0.6590582132339478, 0.9300370216369629]","[-50.8609733581543, 43.12480926513672, -2.842639923095703]"
2019-11-11-15-02-38-449000,"[0.2457571029663086, 1.6106629371643066, 0.535348653793335]","[-115.39247131347656, -10.94835376739502, 12.887519836425781]","[0.0870661735534668, 0.6945157051086426, 0.39566731452941895]","[-52.71958541870117, 43.85680389404297, -16.508514404296875]","[0.26785802841186523, 0.6646410226821899, 0.8876667022705078]","[-26.32030487060547, 52.590476989746094, -8.337289810180664]"
2019-11-11-15-02-38-949000,"[0.15324640274047852, 1.6132605075836182, 0.5512950420379639]","[-80.54502868652344, -11.724226951599121, 10.005763053894043]","[-0.07679486274719238, 0.6799687147140503, 0.4941577911376953]","[-34.319091796875, 45.222721099853516, -15.173694610595703]","[0.21549129486083984, 0.8107689619064331, 0.8171048164367676]","[-65.51463317871094, 25.745838165283203, -29.091150283813477]"
2019-11-11-15-02-39-449000,"[-0.021205902099609375, 1.633503794670105, 0.5464770793914795]","[-40.937782287597656, -26.146732330322266, 5.769463539123535]","[-0.2748866081237793, 0.689399242401123, 0.664628267288208]","[-4.865289211273193, 38.81892395019531, -10.988067626953125]","[0.14363431930541992, 0.7815200090408325, 0.7024362087249756]","[-45.8577880859375, 38.33086395263672, -12.097028732299805]"
2019-11-11-15-02-39-950000,"[-0.016324281692504883, 1.5973286628723145, 0.5692658424377441]","[-5.066737651824951, 5.584125518798828, 1.9180141687393188]","[-0.24280905723571777, 0.6520711183547974, 0.5875453948974609]","[25.286802291870117, 59.37818908691406, -1.1060608625411987]","[0.2606205940246582, 0.654143214225769, 0.5845139026641846]","[13.428122520446777, 53.40217208862305, 0.010975193232297897]"
2019-11-11-15-02-40-450000,"[0.037900686264038086, 1.547217607498169, 0.5924696922302246]","[1.4010294675827026, 28.089948654174805, 1.7416901588439941]","[-0.36871910095214844, 0.9327161312103271, 0.8712844848632812]","[-36.941139221191406, 5.110390663146973, 56.20378494262695]","[0.43106603622436523, 0.8102960586547852, 0.761777400970459]","[54.0494270324707, 36.0024528503418, -74.18257904052734]"
2019-11-11-15-02-40-951000,"[0.0522618293762207, 1.5422956943511963, 0.5873579978942871]","[-1.4927562475204468, 29.492517471313477, 2.002134084701538]","[-0.08041596412658691, 1.177764892578125, 1.1288976669311523]","[7.561987400054932, -19.811403274536133, -4.613725662231445]","[0.14830946922302246, 1.2212283611297607, 1.0962624549865723]","[-8.621889114379883, -18.02322769165039, -7.68772554397583]"
2019-11-11-15-02-41-452000,"[0.0509793758392334, 1.5498526096343994, 0.6124393939971924]","[-3.254117012023926, 26.27818489074707, 2.578181028366089]","[-0.07891607284545898, 1.3579219579696655, 1.0061721801757812]","[6.410830974578857, -59.617305755615234, -9.774988174438477]","[0.2480769157409668, 1.3877086639404297, 0.9539926052093506]","[51.47172164916992, -58.00738525390625, -52.61711120605469]"
2019-11-11-15-02-41-953000,"[0.05753016471862793, 1.5517191886901855, 0.6309280395507812]","[-4.503034591674805, 25.269956588745117, 2.060422897338867]","[-0.15692138671875, 1.5159351825714111, 0.8665878772735596]","[-95.48936462402344, -83.11920166015625, 84.30130004882812]","[0.2981860637664795, 1.4816231727600098, 0.8194172382354736]","[110.32789611816406, -58.22112274169922, -107.05648040771484]"
2019-11-11-15-02-42-453000,"[0.0730292797088623, 1.5588592290878296, 0.6055855751037598]","[-3.423654317855835, 22.367706298828125, 1.669450283050537]","[-0.10001945495605469, 1.1568440198898315, 1.1476447582244873]","[-6.696056842803955, -14.284586906433105, 4.144952297210693]","[0.0908362865447998, 1.2091608047485352, 1.1393730640411377]","[-13.52513313293457, -14.403921127319336, 3.002791166305542]"
2019-11-11-15-02-42-954000,"[0.07292723655700684, 1.5606579780578613, 0.5967373847961426]","[-5.558278560638428, 21.836048126220703, 2.082523822784424]","[-0.0713653564453125, 1.20305597782135, 1.1983146667480469]","[5.796963691711426, -11.308563232421875, -16.342042922973633]","[0.12519001960754395, 1.233773946762085, 1.200066089630127]","[-7.562582015991211, -10.237208366394043, 1.1585838794708252]"
2019-11-11-15-02-43-455000,"[0.07456851005554199, 1.5655906200408936, 0.5999047756195068]","[-2.701190710067749, 19.56689453125, 1.4145739078521729]","[-0.029613494873046875, 1.1982371807098389, 1.218418836593628]","[9.69310474395752, -6.885115146636963, -10.704713821411133]","[0.13132786750793457, 1.2720669507980347, 1.2205758094787598]","[-7.751481533050537, -15.623437881469727, 6.1930155754089355]"
2019-11-11-15-02-43-956000,"[0.07572054862976074, 1.5644862651824951, 0.6151671409606934]","[-1.1975429058074951, 19.992496490478516, 0.606425404548645]","[-0.06555533409118652, 1.2463436126708984, 1.0385656356811523]","[12.947968482971191, -25.72737693786621, -8.401321411132812]","[0.17002153396606445, 1.2311627864837646, 1.0675245523452759]","[-15.125988006591797, -19.720985412597656, -0.7668331265449524]"
2019-11-11-15-02-44-456000,"[0.09124159812927246, 1.5846021175384521, 0.6137270927429199]","[7.304632186889648, 12.346521377563477, 1.0082879066467285]","[-0.0708169937133789, 0.9207557439804077, 0.9511923789978027]","[31.51280975341797, 4.316822528839111, -23.05438804626465]","[0.23664402961730957, 0.9429874420166016, 0.9175126552581787]","[-11.902962684631348, 6.044225692749023, 5.795520305633545]"
2019-11-11-15-02-44-957000,"[0.1272430419921875, 1.6383895874023438, 0.5977566242218018]","[42.75, -13.913138389587402, 1.310094952583313]","[-0.18744683265686035, 0.6597181558609009, 0.6324687004089355]","[117.00629425048828, 73.64697265625, 43.671119689941406]","[0.38784360885620117, 0.6576703786849976, 0.3080267906188965]","[85.44378662109375, 56.82977294921875, 35.652645111083984]"
2019-11-11-15-02-45-092000,"[0.14484429359436035, 1.6334694623947144, 0.5707833766937256]","[58.99726104736328, -11.976922988891602, 1.1139013767242432]","[-0.08878397941589355, 0.6617603302001953, 0.6865739822387695]","[97.41130828857422, 63.898014068603516, 20.877012252807617]","[0.38138794898986816, 0.6775327920913696, 0.34206318855285645]","[72.30397033691406, 49.411964416503906, 14.29629135131836]"
2019-11-11-15-02-45-457000,"[0.15696215629577637, 1.605628490447998, 0.44902563095092773]","[111.18362426757812, -2.4147965908050537, -2.674028158187866]","[0.09578990936279297, 0.6782892942428589, 0.7858452796936035]","[115.41265106201172, 63.017723083496094, 3.125270128250122]","[0.26879358291625977, 0.681229829788208, 0.3032560348510742]","[77.90013885498047, 38.86961364746094, 1.7125051021575928]"
2019-11-11-15-02-45-958000,"[0.15198802947998047, 1.600672721862793, 0.41140294075012207]","[123.21234130859375, -3.5873522758483887, -5.088320255279541]","[0.1818528175354004, 0.6923493146896362, 0.678849458694458]","[140.17108154296875, 55.621395111083984, 15.682976722717285]","[0.11014819145202637, 0.6076395511627197, 0.25931453704833984]","[100.44268798828125, 57.164161682128906, 7.793750286102295]"
2019-11-11-15-02-46-459000,"[0.14746975898742676, 1.6336508989334106, 0.5357010364532471]","[41.70731735229492, -14.313542366027832, -2.0459718704223633]","[-0.004111528396606445, 0.6932389736175537, 0.7633953094482422]","[93.84481811523438, 61.16972732543945, 3.413625717163086]","[0.3448162078857422, 0.6329835653305054, 0.4235250949859619]","[44.11611557006836, 51.46930694580078, 7.903169631958008]"
2019-11-11-15-02-46-959000,"[0.054968833923339844, 1.63051438331604, 0.5524685382843018]","[-15.050760269165039, -14.09462833404541, 6.934657096862793]","[-0.19247221946716309, 0.6624437570571899, 0.547966718673706]","[45.36166000366211, 66.79283142089844, 21.966325759887695]","[0.2696969509124756, 0.6433393955230713, 0.6753149032592773]","[-11.011396408081055, 50.579898834228516, 9.326626777648926]"
2019-11-11-15-02-47-459000,"[-0.07034182548522949, 1.5530951023101807, 0.47018885612487793]","[-80.77884674072266, 20.83659553527832, 8.401692390441895]","[-0.15578413009643555, 0.6410431861877441, 0.3422722816467285]","[-28.902511596679688, 59.635215759277344, 11.929081916809082]","[0.09489297866821289, 0.6663810014724731, 0.7036569118499756]","[-64.23426055908203, 49.796146392822266, 9.18939208984375]"
2019-11-11-15-02-47-960000,"[-0.10064387321472168, 1.5103530883789062, 0.43393850326538086]","[-92.68181610107422, 27.49155616760254, -1.2936793565750122]","[-0.031493425369262695, 0.6013085842132568, 0.27568840980529785]","[-15.726265907287598, 68.55565643310547, 20.795597076416016]","[0.10856389999389648, 0.7018380165100098, 0.7050173282623291]","[-73.6048583984375, 49.72983932495117, 10.184752464294434]"
2019-11-11-15-02-48-460000,"[-0.13911914825439453, 1.4928958415985107, 0.43634796142578125]","[-77.97374725341797, 29.707611083984375, 5.074618816375732]","[-0.2508673667907715, 0.6249728202819824, 0.3268308639526367]","[-27.109724044799805, 50.43757629394531, -10.652960777282715]","[0.25194263458251953, 0.693440318107605, 0.6677548885345459]","[-50.719852447509766, 58.7083740234375, 22.53413200378418]"
2019-11-11-15-02-48-960000,"[-0.25769567489624023, 1.478170394897461, 0.5520169734954834]","[-59.70497512817383, 33.324947357177734, -2.7879650592803955]","[-0.3969414234161377, 0.6506580114364624, 0.4735701084136963]","[-9.606703758239746, 45.48687744140625, -2.6043689250946045]","[0.14119791984558105, 0.6615078449249268, 0.5086474418640137]","[-30.574983596801758, 61.8993034362793, -2.572964906692505]"
2019-11-11-15-02-49-461000,"[0.10754871368408203, 1.3391129970550537, 0.6343882083892822]","[62.106380462646484, 54.092159271240234, 32.617958068847656]","[-0.14526772499084473, 0.6842889785766602, 0.621422290802002]","[49.8591194152832, 30.556903839111328, 5.300512313842773]","[0.30063438415527344, 0.6240426301956177, 0.2895665168762207]","[32.03108215332031, 49.1305046081543, 27.332914352416992]"
2019-11-11-15-02-49-906000,"[0.25565648078918457, 1.245693325996399, 0.503434419631958]","[100.12751007080078, 63.225765228271484, 38.02495193481445]","[-0.09252309799194336, 0.6349024772644043, 0.6074199676513672]","[82.51298522949219, 40.25635528564453, 1.950754165649414]","[0.24346494674682617, 0.5524803400039673, 0.17527365684509277]","[40.23390197753906, 44.84937286376953, -11.110849380493164]"
2019-11-11-15-02-49-962000,"[0.2606685161590576, 1.2370588779449463, 0.500262975692749]","[101.76824951171875, 63.82146072387695, 38.058746337890625]","[-0.0909111499786377, 0.6297709941864014, 0.6100642681121826]","[83.20417022705078, 40.33403015136719, 1.7869153022766113]","[0.24751639366149902, 0.5547802448272705, 0.17662596702575684]","[41.43830108642578, 42.020957946777344, -12.446139335632324]"
2019-11-11-15-02-50-462000,"[0.2107524871826172, 1.1077669858932495, 0.5880792140960693]","[103.4200668334961, 42.63786315917969, 39.956748962402344]","[0.07282042503356934, 0.5150725841522217, 0.6367113590240479]","[78.59650421142578, 5.711341381072998, -23.818767547607422]","[0.24976301193237305, 0.5849277973175049, 0.19306588172912598]","[43.194549560546875, 17.404861450195312, -6.050573348999023]"
